accession	taxid	organism	domain	domain_listed	phylum	phylum_taxid	class	class_taxid	order	order_taxid	family	family_taxid	genus	genus_taxid	species	species_taxid	species_name_ncbi	paired_gcf	level	length	n_contigs	completeness	contamination	taxcheck	dup_taxid	strain_dup	no_genus	name_mismatch	taxcheck_bad	low_quality	pass_gold
GCA_005166025.1	2715131	Mangrovivirga cuniculi	Bacteria	Bacteria	Bacteroidota	976	Cytophagia	768503	Cytophagales	768507	Mangrovivirgaceae	2858885	Mangrovivirga	2858886	Mangrovivirga cuniculi	2715131	Mangrovivirga cuniculi	GCF_005166025.1	Complete Genome	4661901	1	92.81	0.71	OK	0	0	0	0	0	0	1
GCA_005217555.1	1421	Lysinibacillus sphaericus	Bacteria	Bacteria	Bacillota	1239	Bacilli	91061	Caryophanales	1385	Bacillaceae	186817	Lysinibacillus	400634	Lysinibacillus sphaericus	1421	Lysinibacillus sphaericus	GCF_005217555.1	Contig	4562157	99	88.2	8.76	OK	1	0	0	0	0	1	0
GCA_005217585.1	1173107	Lysinibacillus tabacifolii	Bacteria	Bacteria	Bacillota	1239	Bacilli	91061	Caryophanales	1385	Bacillaceae	186817	Lysinibacillus	400634	Lysinibacillus tabacifolii	1173107	Lysinibacillus tabacifolii	GCF_005217585.1	Contig	4505022	16	87.5	8.52	OK	1	0	0	0	0	1	0
GCA_005217815.1	1145276	Lysinibacillus varians	Bacteria	Bacteria	Bacillota	1239	Bacilli	91061	Caryophanales	1385	Bacillaceae	186817	Lysinibacillus	400634	Lysinibacillus varians	1145276	Lysinibacillus varians	GCF_005217815.1	Contig	4609570	83	88.84	6.58	OK	1	0	0	0	0	1	0
GCA_005217845.1	1130819	Lysinibacillus mangiferihumi	Bacteria	Bacteria	Bacillota	1239	Bacilli	91061	Caryophanales	1385	Bacillaceae	186817	Lysinibacillus	400634	Lysinibacillus mangiferihumi	1130819	Lysinibacillus mangiferihumi	GCF_005217845.1	Contig	5285597	189	86.32	10.89	OK	1	0	0	0	0	1	0
GCA_005298175.1	2576384	Marinobacter panjinensis	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Pseudomonadales	72274	Marinobacteraceae	2887365	Marinobacter	2742	Marinobacter panjinensis	2576384	Marinobacter panjinensis	GCF_005298175.1	Scaffold	4423279	7	99.18	1.95	OK	0	0	0	0	0	0	1
GCA_005434965.1	2545756	Marimonas lutisalis	Bacteria	Bacteria	Pseudomonadota	1224	Alphaproteobacteria	28211	Rhodobacterales	204455	Paracoccaceae	31989	Marimonas	1914026	Marimonas lutisalis	2545756	Marimonas lutisalis	GCF_005434965.1	Scaffold	4319764	18	99.12	0.15	OK	0	0	0	0	0	0	1
GCA_005780245.1	1882343	Maribacter aurantiacus	Bacteria	Bacteria	Bacteroidota	976	Flavobacteriia	117743	Flavobacteriales	200644	Flavobacteriaceae	49546	Maribacter	252356	Maribacter aurantiacus	1882343	Maribacter aurantiacus	GCF_005780245.1	Contig	4158743	35	94.37	5.92	OK	0	0	0	0	0	1	0
GCA_005849285.1	2582913	Luteithermobacter gelatinilyticus	Bacteria	Bacteria	Pseudomonadota	1224	Alphaproteobacteria	28211	Emcibacterales	2066490	Emcibacteraceae	2066491	Luteithermobacter	2813803	Luteithermobacter gelatinilyticus	2582913	Luteithermobacter gelatinilyticus	GCF_005849285.1	Complete Genome	3145891	1	100		OK	0	0	0	0	0	1	0
GCA_005871165.1	2570354	Maricaulis alexandrii	Bacteria	Bacteria	Pseudomonadota	1224	Alphaproteobacteria	28211	Maricaulales	2800059	Maricaulaceae	2800061	Maricaulis	74317	Maricaulis alexandrii	2570354	Maricaulis alexandrii	GCF_005871165.1	Contig	3348699	12	100		OK	0	0	0	0	0	1	0
GCA_005871205.1	2570351	Marinobacter alexandrii	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Pseudomonadales	72274	Marinobacteraceae	2887365	Marinobacter	2742	Marinobacter alexandrii	2570351	Marinobacter alexandrii	GCF_005871205.1	Scaffold	4337754	20	99.18	2.19	OK	0	0	0	0	0	0	1
GCA_005885635.1	2578118	Maribacter algarum (ex Zhang et al. 2020)	Bacteria	Bacteria	Bacteroidota	976	Flavobacteriia	117743	Flavobacteriales	200644	Flavobacteriaceae	49546	Maribacter	252356	Maribacter algarum (ex Zhang et al. 2020)	2578118	Maribacter algarum (ex Zhang et al. 2020)	GCF_005885635.1	Scaffold	5110706	21	95.25	8.02	OK	0	0	0	0	0	1	0
GCA_006385675.1	2589817	Maribrevibacterium harenarium	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Oceanospirillales	135619	Oceanospirillaceae	135620	Maribrevibacterium	2866025	Maribrevibacterium harenarium	2589817	Maribrevibacterium harenarium	GCF_006385675.1	Contig	3682462	143	99.34	2.2	OK	0	0	0	0	0	0	1
GCA_006539805.1	1421	Lysinibacillus sphaericus	Bacteria	Bacteria	Bacillota	1239	Bacilli	91061	Caryophanales	1385	Bacillaceae	186817	Lysinibacillus	400634	Lysinibacillus sphaericus	1421	Lysinibacillus sphaericus	GCF_006539805.1	Contig	4523323	136	88.11	8.55	OK	1	0	0	0	0	1	0
GCA_006540205.1	28031	Lysinibacillus fusiformis	Bacteria	Bacteria	Bacillota	1239	Bacilli	91061	Caryophanales	1385	Bacillaceae	186817	Lysinibacillus	400634	Lysinibacillus fusiformis	28031	Lysinibacillus fusiformis	GCF_006540205.1	Contig	4763064	71	83.67	7.71	OK	1	0	0	0	0	1	0
GCA_006546735.2	1605891	Marilutibacter maris	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Lysobacterales	135614	Lysobacteraceae	32033	Marilutibacter	3382698	Marilutibacter maris	1605891	Marilutibacter maris	GCF_006546735.2	Contig	4157136	347	98.75	1.73	OK	0	0	0	0	0	0	1
GCA_006546775.1	1706195	Marilutibacter aestuarii	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Lysobacterales	135614	Lysobacteraceae	32033	Marilutibacter	3382698	Marilutibacter aestuarii	1706195	Marilutibacter aestuarii	GCF_006546775.1	Contig	3491084	156	97.67	0.05	OK	1	0	0	0	0	0	1
GCA_006547045.1	2591633	Marilutibacter alkalisoli	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Lysobacterales	135614	Lysobacteraceae	32033	Marilutibacter	3382698	Marilutibacter alkalisoli	2591633	Marilutibacter alkalisoli	GCF_006547045.1	Complete Genome	3857091	1	96.42	0.96	OK	0	0	0	0	0	0	1
GCA_007671675.1	277961	Marinobacter maritimus	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Pseudomonadales	72274	Marinobacteraceae	2887365	Marinobacter	2742	Marinobacter maritimus	277961	Marinobacter maritimus	GCF_007671675.1	Contig	4357025	13	98.43	2.02	OK	0	0	0	0	0	0	1
GCA_007747795.1	2528026	Maioricimonas rarisocia	Bacteria	Bacteria	Planctomycetota	203682	Planctomycetia	203683	Planctomycetales	112	Planctomycetaceae	126	Maioricimonas	2795777	Maioricimonas rarisocia	2528026	Maioricimonas rarisocia	GCF_007747795.1	Complete Genome	7744989	1	99.43	0.88	OK	0	0	0	0	0	0	1
GCA_007828725.1	415218	Marihabitans asiaticum	Bacteria	Bacteria	Actinomycetota	201174	Actinomycetes	1760	Micrococcales	85006	Intrasporangiaceae	85021	Marihabitans	568214	Marihabitans asiaticum	415218	Marihabitans asiaticum	GCF_007828725.1	Contig	2953873	6	96.27	2.62	OK	1	0	0	0	0	0	1
GCA_007859305.1	2599615	Luteimonas wenzhouensis	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Lysobacterales	135614	Lysobacteraceae	32033	Luteimonas	83614	Luteimonas wenzhouensis	2599615	Luteimonas wenzhouensis	GCF_007859305.1	Scaffold	3443522	21	92.62	4.04	OK	0	0	0	0	0	0	1
GCA_007989385.1	191770	Marinilactibacillus psychrotolerans	Bacteria	Bacteria	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Carnobacteriaceae	186828	Marinilactibacillus	191769	Marinilactibacillus psychrotolerans	191770	Marinilactibacillus psychrotolerans	GCF_007989385.1	Contig	2482538	52	97.46	1.78	OK	1	0	0	0	0	0	1
GCA_008000835.1	1912871	Malaciobacter canalis	Bacteria	Bacteria	Campylobacterota	29547	Epsilonproteobacteria	3031852	Campylobacterales	213849	Arcobacteraceae	2808963	Malaciobacter	2321114	Malaciobacter canalis	1912871	Malaciobacter canalis	GCF_008000835.1	Complete Genome	2829476	1	99.33	1.43	OK	1	0	0	0	0	0	1
GCA_008087665.1	980251	Mariniblastus fucicola	Bacteria	Bacteria	Planctomycetota	203682	Planctomycetia	203683	Pirellulales	2691354	Pirellulaceae	2691357	Mariniblastus	2005380	Mariniblastus fucicola	980251	Mariniblastus fucicola	GCF_008087665.1	Complete Genome	6570840	1	96.16	1.11	OK	1	0	0	0	0	0	1
GCA_008122265.1	2603215	Marinobacter fonticola	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Pseudomonadales	72274	Marinobacteraceae	2887365	Marinobacter	2742	Marinobacter fonticola	2603215	Marinobacter fonticola	GCF_008122265.1	Complete Genome	4543926	1	96.59	6.61	OK	0	0	0	0	0	1	0
GCA_008244685.1	1132694	Luteimonas viscosa	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Lysobacterales	135614	Lysobacteraceae	32033	Luteimonas	83614	Luteimonas viscosa	1132694	Luteimonas viscosa	GCF_008244685.1	Scaffold	4169055	10	93.13	11.01	OK	0	0	0	0	0	1	0
GCA_008312895.1	2605430	Luteimonas suaedae	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Lysobacterales	135614	Lysobacteraceae	32033	Luteimonas	83614	Luteimonas suaedae	2605430	Luteimonas suaedae	GCF_008312895.1	Contig	4405451	46	84.73	11.19	OK	0	0	0	0	0	1	0
GCA_008386635.1	1658664	Maribacter flavus	Bacteria	Bacteria	Bacteroidota	976	Flavobacteriia	117743	Flavobacteriales	200644	Flavobacteriaceae	49546	Maribacter	252356	Maribacter flavus	1658664	Maribacter flavus	GCF_008386635.1	Scaffold	4303602	11	95.99	5.68	OK	0	0	0	0	0	1	0
GCA_008725655.1	2613842	Marinihelvus fidelis	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Chromatiales	135613	Wenzhouxiangellaceae	1676141	Marinihelvus	3098102	Marinihelvus fidelis	2613842	Marinihelvus fidelis	GCF_008725655.1	Scaffold	3432746	18	90.4	1.73	OK	0	0	0	0	0	0	1
GCA_008795935.1	1697557	Marinobacter confluentis	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Pseudomonadales	72274	Marinobacteraceae	2887365	Marinobacter	2742	Marinobacter confluentis	1697557	Marinobacter confluentis	GCF_008795935.1	Contig	3743532	13	97.72	2.14	OK	1	0	0	0	0	0	1
GCA_008795955.1	2597703	Marinobacter denitrificans	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Pseudomonadales	72274	Marinobacteraceae	2887365	Marinobacter	2742	Marinobacter denitrificans	2597703	Marinobacter denitrificans	GCF_008795955.1	Contig	4926419	40	99	3.25	OK	0	0	0	0	0	0	1
GCA_008795985.1	1569211	Marinobacter halotolerans	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Pseudomonadales	72274	Marinobacteraceae	2887365	Marinobacter	2742	Marinobacter halotolerans	1569211	Marinobacter halotolerans	GCF_008795985.1	Contig	3784848	5	99.24	1.21	OK	0	0	0	0	0	0	1
GCA_009193265.1	2604091	Marinobacter changyiensis	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Pseudomonadales	72274	Marinobacteraceae	2887365	Marinobacter	2742	Marinobacter changyiensis	2604091	Marinobacter changyiensis	GCF_009193265.1	Contig	4346454	18	98.13	2.23	OK	0	0	0	0	0	0	1
GCA_009497875.2	947516	Magnetovirga frankeli	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Chromatiales	135613	Sedimenticolaceae	3067276	Magnetovirga	3425870	Magnetovirga frankeli	947516	Magnetovirga frankeli	GCF_009497875.2	Complete Genome	3729461	1	96.67	1.25	OK	0	0	0	0	0	0	1
GCA_009671245.1	2580566	Marinicella rhabdoformis	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Lysobacterales	135614	Marinicellaceae	3120710	Marinicella	863253	Marinicella rhabdoformis	2580566	Marinicella rhabdoformis	GCF_009671245.1	Contig	3348298	25	96.5	1.33	OK	0	0	0	0	0	0	1
GCA_009674825.1	2594478	Maribacter luteus	Bacteria	Bacteria	Bacteroidota	976	Flavobacteriia	117743	Flavobacteriales	200644	Flavobacteriaceae	49546	Maribacter	252356	Maribacter luteus	2594478	Maribacter luteus	GCF_009674825.1	Scaffold	4651603	38	95.35	9.2	OK	0	0	0	0	0	1	0
GCA_009724685.1	2666135	Lysinibacillus cavernae	Bacteria	Bacteria	Bacillota	1239	Bacilli	91061	Caryophanales	1385	Bacillaceae	186817	Lysinibacillus	400634	Lysinibacillus cavernae	2666135	Lysinibacillus cavernae	GCF_009724685.1	Contig	4690315	38	93.7	6.14	OK	0	0	0	0	0	1	0
GCA_009746565.1	2682493	Mariniflexile maritimum	Bacteria	Bacteria	Bacteroidota	976	Flavobacteriia	117743	Flavobacteriales	200644	Flavobacteriaceae	49546	Mariniflexile	527198	Mariniflexile maritimum	2682493	Mariniflexile maritimum	GCF_009746565.1	Scaffold	3659224	39	100	1.29	OK	0	0	0	0	0	0	1
GCA_009762775.1	2681766	Maribellus comscasis	Bacteria	Bacteria	Bacteroidota	976	Bacteroidia	200643	Marinilabiliales	1970189	Prolixibacteraceae	1471398	Maribellus	2678352	Maribellus comscasis	2681766	Maribellus comscasis	GCF_009762775.1	Complete Genome	7811310	1	98.5	5.08	OK	0	0	0	0	0	1	0
GCA_009765165.1	1255263	Lysobacter panacisoli	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Lysobacterales	135614	Lysobacteraceae	32033	Lysobacter	68	Lysobacter panacisoli	1255263	Lysobacter panacisoli	GCF_009765165.1	Scaffold	3879713	3	89.91	17.9	OK	1	0	0	0	0	1	0
GCA_009806145.1	1133559	Marinicauda pacifica	Bacteria	Bacteria	Pseudomonadota	1224	Alphaproteobacteria	28211	Maricaulales	2800059	Maricaulaceae	2800061	Marinicauda	1649466	Marinicauda pacifica	1133559	Marinicauda pacifica	GCF_009806145.1	Contig	3008274	12	99.32	0.68	OK	1	0	0	0	0	0	1
GCA_009828705.1	111844	Mannheimia pernigra	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Pasteurellales	135625	Pasteurellaceae	712	Mannheimia	75984	Mannheimia pernigra	111844	Mannheimia pernigra	GCF_009828705.1	Complete Genome	2143704	1	89.18	1.25	OK	1	0	0	0	0	1	0
GCA_009883755.2	1048830	Malacoplasma iowae 695	Bacteria	Bacteria	Mycoplasmatota	544448			Mycoplasmoidales	2790996	Mycoplasmoidaceae	2790998	Malacoplasma	2791001	Malacoplasma iowae	2116	Malacoplasma iowae	GCF_009883755.2	Complete Genome	1315476	1	90.49	1.72	OK	1	1	0	0	0	0	1
GCA_010882175.1	2668052	Mangrovibacterium lignilyticum	Bacteria	Bacteria	Bacteroidota	976	Bacteroidia	200643	Marinilabiliales	1970189	Prolixibacteraceae	1471398	Mangrovibacterium	1573808	Mangrovibacterium lignilyticum	2668052	Mangrovibacterium lignilyticum	GCF_010882175.1	Scaffold	5634442	24	98.12	5.08	OK	0	0	0	0	0	1	0
GCA_011022235.1	908842	Magnetospirillum aberrantis SpK	Bacteria	Bacteria	Pseudomonadota	1224	Alphaproteobacteria	28211	Rhodospirillales	204441	Rhodospirillaceae	41295	Magnetospirillum	13134	Magnetospirillum aberrantis	1105283	Magnetospirillum aberrantis	GCF_011022235.1	Contig	4148414	48	95.25	2.74	OK	0	0	0	0	0	0	1
GCA_011074955.1	2692195	Marinobacter caseinilyticus	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Pseudomonadales	72274	Marinobacteraceae	2887365	Marinobacter	2742	Marinobacter caseinilyticus	2692195	Marinobacter caseinilyticus	GCF_011074955.1	Scaffold	4312424	40	97.5	1.54	OK	0	0	0	0	0	0	1
GCA_011758565.1	1640652	Lysinibacter cavernae	Bacteria	Bacteria	Actinomycetota	201174	Actinomycetes	1760	Micrococcales	85006	Microbacteriaceae	85023	Lysinibacter	1857011	Lysinibacter cavernae	1640652	Lysinibacter cavernae	GCF_011758565.1	Contig	3751826	4	98.74	1.26	OK	1	0	0	0	0	0	1
GCA_011799805.1	2696285	Maribellus sediminis	Bacteria	Bacteria	Bacteroidota	976	Bacteroidia	200643	Marinilabiliales	1970189	Prolixibacteraceae	1471398	Maribellus	2678352	Maribellus sediminis	2696285	Maribellus sediminis	GCF_011799805.1	Contig	5595594	13	98.5	2.07	OK	0	0	0	0	0	0	1
GCA_012070355.1	650891	Marinobacter daqiaonensis	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Pseudomonadales	72274	Marinobacteraceae	2887365	Marinobacter	2742	Marinobacter daqiaonensis	650891	Marinobacter daqiaonensis	GCF_012070355.1	Scaffold	3935899	7	96.11	1.81	OK	1	0	0	0	0	0	1
GCA_012276755.1	365339	Marichromatium bheemlicum	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Chromatiales	135613	Chromatiaceae	1046	Marichromatium	85076	Marichromatium bheemlicum	365339	Marichromatium bheemlicum	GCF_012276755.1	Contig	3644688	58	99.25	0.56	OK	0	0	0	0	0	0	1
GCA_012913485.1	2728835	Luteolibacter luteus	Bacteria	Bacteria	Verrucomicrobiota	74201	Verrucomicrobiia	203494	Verrucomicrobiales	48461	Verrucomicrobiaceae	203557	Luteolibacter	518753	Luteolibacter luteus	2728835	Luteolibacter luteus	GCF_012913485.1	Complete Genome	6412079	1	98.95	4.68	OK	0	0	0	0	0	0	1
GCA_012926615.1	2729599	Marinigracilibium pacificum	Bacteria	Bacteria	Bacteroidota	976	Cytophagia	768503	Cytophagales	768507	Flammeovirgaceae	200667	Marinigracilibium	3024570	Marinigracilibium pacificum	2729599	Marinigracilibium pacificum	GCF_012926615.1	Scaffold	4956116	38	98.51	0.88	OK	0	0	0	0	0	0	1
GCA_012956055.1	1928859	Marinobacter orientalis	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Pseudomonadales	72274	Marinobacteraceae	2887365	Marinobacter	2742	Marinobacter orientalis	1928859	Marinobacter orientalis	GCF_012956055.1	Scaffold	4050555	26	97.37	3.47	OK	1	0	0	0	0	0	1
GCA_013141825.1	2499076	Marinifilum caeruleilacunae	Bacteria	Bacteria	Bacteroidota	976	Bacteroidia	200643	Marinilabiliales	1970189	Marinifilaceae	1573805	Marinifilum	866673	Marinifilum caeruleilacunae	2499076	Marinifilum caeruleilacunae	GCF_013141825.1	Contig	5290097	214	97.74	4.14	OK	0	0	0	0	0	0	1
GCA_013328345.1	2741323	Marinifaba aquimaris	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Alteromonadales	135622	Alteromonadaceae	72275	Marinifaba	2851088	Marinifaba aquimaris	2741323	Marinifaba aquimaris	GCF_013328345.1	Contig	4172146	77	100	0.32	OK	0	0	0	0	0	0	1
GCA_013377235.1	85404	Mannheimia varigena	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Pasteurellales	135625	Pasteurellaceae	712	Mannheimia	75984	Mannheimia varigena	85404	Mannheimia varigena	GCF_013377235.1	Complete Genome	2139787	1	93.23	2.02	OK	0	0	0	0	0	0	1
GCA_013377995.1	111844	Mannheimia pernigra	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Pasteurellales	135625	Pasteurellaceae	712	Mannheimia	75984	Mannheimia pernigra	111844	Mannheimia pernigra	GCF_013377995.1	Complete Genome	2169356	1	89.24	1.43	OK	1	0	0	0	0	1	0
GCA_013409575.1	879969	Macellibacteroides fermentans	Bacteria	Bacteria	Bacteroidota	976	Bacteroidia	200643	Bacteroidales	171549	Porphyromonadaceae	171551	Macellibacteroides	1159323	Macellibacteroides fermentans	879969	Macellibacteroides fermentans	GCF_013409575.1	Contig	3935985	10	97.74	1.13	OK	1	0	0	0	0	0	1
GCA_013425525.1	2752307	Luteimonas salinisoli	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Lysobacterales	135614	Lysobacteraceae	32033	Luteimonas	83614	Luteimonas salinisoli	2752307	Luteimonas salinisoli	GCF_013425525.1	Scaffold	4524514	112	87.81	10.26	OK	0	0	0	0	0	1	0
GCA_014145325.1	2025720	Marilutibacter spongiae	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Lysobacterales	135614	Lysobacteraceae	32033	Marilutibacter	3382698	Marilutibacter spongiae	2025720	Marilutibacter spongiae	GCF_014145325.1	Contig	3640479	54	99.36		OK	0	0	0	0	0	1	0
GCA_014145395.1	2759900	Marilutibacter penaei	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Lysobacterales	135614	Lysobacteraceae	32033	Marilutibacter	3382698	Marilutibacter penaei	2759900	Marilutibacter penaei	GCF_014145395.1	Contig	3165626	16	98.31	0.48	OK	0	0	0	0	0	0	1
GCA_014201735.1	643747	Marinobacter oulmenensis	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Pseudomonadales	72274	Marinobacteraceae	2887365	Marinobacter	2742	Marinobacter oulmenensis	643747	Marinobacter oulmenensis	GCF_014201735.1	Scaffold	3714611	27	94.97	2.25	OK	1	0	0	0	0	0	1
GCA_014541205.1	2770636	Mannheimia bovis	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Pasteurellales	135625	Pasteurellaceae	712	Mannheimia	75984	Mannheimia bovis	2770636	Mannheimia bovis	GCF_014541205.1	Complete Genome	2155161	1	90.3	0.83	OK	0	0	0	0	0	0	1
GCA_014596745.1	2737171	Maribacter aquimaris	Bacteria	Bacteria	Bacteroidota	976	Flavobacteriia	117743	Flavobacteriales	200644	Flavobacteriaceae	49546	Maribacter	252356	Maribacter aquimaris	2737171	Maribacter aquimaris	GCF_014596745.1	Contig	4863295	27	95.92	6.89	OK	0	0	0	0	0	1	0
GCA_014610845.1	1854708	Maribacter arenosus	Bacteria	Bacteria	Bacteroidota	976	Flavobacteriia	117743	Flavobacteriales	200644	Flavobacteriaceae	49546	Maribacter	252356	Maribacter arenosus	1854708	Maribacter arenosus	GCF_014610845.1	Contig	4171209	24	94.61	3.93	OK	0	0	0	0	0	0	1
GCA_014634985.1	198482	Macrococcus hajekii	Bacteria	Bacteria	Bacillota	1239	Bacilli	91061	Caryophanales	1385	Staphylococcaceae	90964	Macrococcus	69965	Macrococcus hajekii	198482	Macrococcus hajekii	GCF_014634985.1	Contig	2056514	17	91.45	1.37	OK	1	0	0	0	0	0	1
GCA_014635785.1	643214	Mammaliicoccus stepanovicii	Bacteria	Bacteria	Bacillota	1239	Bacilli	91061	Caryophanales	1385	Staphylococcaceae	90964	Mammaliicoccus	2803850	Mammaliicoccus stepanovicii	643214	Mammaliicoccus stepanovicii	GCF_014635785.1	Scaffold	2409816	34	98.02	1.86	OK	1	0	0	0	0	0	1
GCA_014636355.1	1080223	Malaciobacter pacificus	Bacteria	Bacteria	Campylobacterota	29547	Epsilonproteobacteria	3031852	Campylobacterales	213849	Arcobacteraceae	2808963	Malaciobacter	2321114	Malaciobacter pacificus	1080223	Malaciobacter pacificus	GCF_014636355.1	Contig	2526914	90	99.5	1.36	OK	1	0	0	0	0	0	1
GCA_014636415.1	1133559	Marinicauda pacifica	Bacteria	Bacteria	Pseudomonadota	1224	Alphaproteobacteria	28211	Maricaulales	2800059	Maricaulaceae	2800061	Marinicauda	1649466	Marinicauda pacifica	1133559	Marinicauda pacifica	GCF_014636415.1	Contig	3008832	10	98.65	0.68	OK	1	0	0	0	0	0	1
GCA_014636635.1	1171543	Marinicella pacifica	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Lysobacterales	135614	Marinicellaceae	3120710	Marinicella	863253	Marinicella pacifica	1171543	Marinicella pacifica	GCF_014636635.1	Scaffold	2935909	46	92.58	0.76	OK	1	0	0	0	0	0	1
GCA_014636995.1	1197477	Mangrovimonas yunxiaonensis	Bacteria	Bacteria	Bacteroidota	976	Flavobacteriia	117743	Flavobacteriales	200644	Flavobacteriaceae	49546	Mangrovimonas	1211036	Mangrovimonas yunxiaonensis	1197477	Mangrovimonas yunxiaonensis	GCF_014636995.1	Contig	2641972	17	99.68		OK	1	0	0	0	0	1	0
GCA_014637865.1	1323740	Marinobacter halophilus	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Pseudomonadales	72274	Marinobacteraceae	2887365	Marinobacter	2742	Marinobacter halophilus	1323740	Marinobacter halophilus	GCF_014637865.1	Scaffold	3887149	12	98.3	1.32	OK	1	0	0	0	0	0	1
GCA_014640275.1	561184	Mameliella alba	Bacteria	Bacteria	Pseudomonadota	1224	Alphaproteobacteria	28211	Rhodobacterales	204455	Roseobacteraceae	2854170	Mameliella	1434019	Mameliella alba	561184	Mameliella alba	GCF_014640275.1	Scaffold	5425992	48	99.98	0.31	OK	1	0	0	0	0	0	1
GCA_014641195.1	1571185	Marinithermofilum abyssi	Bacteria	Bacteria	Bacillota	1239	Bacilli	91061	Caryophanales	1385	Thermoactinomycetaceae	186824	Marinithermofilum	1659417	Marinithermofilum abyssi	1571185	Marinithermofilum abyssi	GCF_014641195.1	Contig	3523418	45	84.51	9.25	OK	0	0	0	0	0	1	0
GCA_014643435.1	1178778	Maribacter cobaltidurans	Bacteria	Bacteria	Bacteroidota	976	Flavobacteriia	117743	Flavobacteriales	200644	Flavobacteriaceae	49546	Maribacter	252356	Maribacter cobaltidurans	1178778	Maribacter cobaltidurans	GCF_014643435.1	Contig	4568667	52	94.94	5.77	OK	1	0	0	0	0	1	0
GCA_014643595.1	1911548	Lysinibacillus alkalisoli	Bacteria	Bacteria	Bacillota	1239	Bacilli	91061	Caryophanales	1385	Bacillaceae	186817	Lysinibacillus	400634	Lysinibacillus alkalisoli	1911548	Lysinibacillus alkalisoli	GCF_014643595.1	Contig	3216924	34	62.53	5.94	OK	0	0	0	0	0	1	0
GCA_014645675.1	645597	Luteimonas terricola	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Lysobacterales	135614	Lysobacteraceae	32033	Luteimonas	83614	Luteimonas terricola	645597	Luteimonas terricola	GCF_014645675.1	Contig	3038707	19	84.71	4.51	OK	1	0	0	0	0	1	0
GCA_014646155.1	1751298	Mangrovihabitans endophyticus	Bacteria	Bacteria	Actinomycetota	201174	Actinomycetes	1760	Micromonosporales	85008	Micromonosporaceae	28056	Mangrovihabitans	2005371	Mangrovihabitans endophyticus	1751298	Mangrovihabitans endophyticus	GCF_014646155.1	Scaffold	7581334	237	96.62	2.39	OK	0	0	0	0	0	0	1
GCA_014646675.1	321268	Lutibacter litoralis	Bacteria	Bacteria	Bacteroidota	976	Flavobacteriia	117743	Flavobacteriales	200644	Flavobacteriaceae	49546	Lutibacter	358023	Lutibacter litoralis	321268	Lutibacter litoralis	GCF_014646675.1	Scaffold	3593658	47	100	0.81	OK	1	0	0	0	0	0	1
