acc_a	acc_b	class	genus_a	genus_b	conserved_a	proteins_a	conserved_b	proteins_b	pocp	mash_dist	aai	prot_dist
GCA_003597125.1	GCA_008704535.1	inter_genus	Alcanivorax	Streptomyces	487	3435	571	6558	10.5874		43.8557	
GCA_030065535.1	GCA_001437435.1	inter_genus	Microbacterium	Furfurilactobacillus	254	2753	248	1991	10.5818		43.6716	
GCA_042650985.1	GCA_000292245.2	inter_genus	Epilithonimonas	Alkalihalobacillus	397	3675	428	4124	10.5783		44.2111	
GCA_008297975.1	GCA_009827455.1	inter_genus	Antrihabitans	Pontixanthobacter	455	5303	392	2704	10.5782	0.405585	43.2078	
GCA_028610675.1	GCA_009828095.1	inter_genus	Alkalihalobacillus	Pontixanthobacter	390	4246	346	2712	10.5778		44.0486	
GCA_008297975.1	GCA_001906925.1	inter_genus	Antrihabitans	Domibacillus	456	5303	449	3253	10.5774		44.3272	
GCA_016481275.1	GCA_006861795.1	inter_genus	Antrihabitans	Psychrobacillus	527	5994	572	4397	10.5765	0.405585	43.8418	
GCA_042650985.1	GCA_047302405.1	inter_genus	Epilithonimonas	Alkalihalobacillus	400	3675	448	4348	10.5696		44.1753	
GCA_008297975.1	GCA_047302405.1	inter_genus	Antrihabitans	Alkalihalobacillus	503	5303	517	4348	10.5689		43.8629	
GCA_025960885.1	GCA_000009365.1	inter_genus	Microbacterium	Alcanivorax	341	3572	328	2758	10.5687		43.4937	
GCA_000009365.1	GCA_000196115.1	inter_genus	Alcanivorax	Rhodopirellula	394	2758	438	5115	10.5678		44.2115	
GCA_001906925.1	GCA_041537905.1	inter_genus	Domibacillus	Ruegeria	418	3253	459	5052	10.5599		43.5716	
GCA_009601165.1	GCA_900636385.1	inter_genus	Alcanivorax	Staphylococcus	296	3399	299	2236	10.5590	0.405585	43.5128	
GCA_008973485.1	GCA_008704535.1	inter_genus	Psychrobacillus	Streptomyces	540	3996	574	6558	10.5552		44.0581	
GCA_043556415.1	GCA_001639725.1	inter_genus	Microbacterium	Marinomonas	331	2715	338	3637	10.5321		43.2185	
GCA_004365655.1	GCA_001906925.1	inter_genus	Epilithonimonas	Domibacillus	325	3195	354	3253	10.5304		44.1964	
GCA_008297975.1	GCA_009827395.1	inter_genus	Antrihabitans	Pontixanthobacter	449	5303	404	2802	10.5244		43.2177	
GCA_043556415.1	GCA_900636385.1	inter_genus	Microbacterium	Staphylococcus	259	2715	262	2236	10.5231		43.3639	
GCA_008973485.1	GCA_041537905.1	inter_genus	Psychrobacillus	Ruegeria	475	3996	476	5052	10.5106		43.3810	
GCA_012972675.1	GCA_900100925.1	inter_genus	Pontixanthobacter	Actinopolyspora	332	2592	365	4041	10.5081		42.9464	
GCA_004365655.1	GCA_000970675.1	inter_genus	Epilithonimonas	Domibacillus	335	3195	362	3439	10.5065	0.405585	44.1582	
GCA_016481275.1	GCA_009827395.1	inter_genus	Antrihabitans	Pontixanthobacter	495	5994	429	2802	10.5048		43.5271	
GCA_012972675.1	GCA_900636385.1	inter_genus	Pontixanthobacter	Staphylococcus	240	2592	267	2236	10.5012		43.2628	
GCA_900142325.1	GCA_001906925.1	inter_genus	Epilithonimonas	Domibacillus	335	3312	354	3253	10.4950		43.9106	
GCA_009601165.1	GCA_014212135.1	inter_genus	Alcanivorax	Cohnella	459	3399	530	6030	10.4889	0.405585	45.0137	
GCA_900100925.1	GCA_001639725.1	inter_genus	Actinopolyspora	Marinomonas	399	4041	406	3637	10.4845		42.9893	
GCA_020734105.1	GCA_013409785.1	inter_genus	Alkalihalobacillus	Microbacterium	467	4783	407	3554	10.4834		43.4175	
GCA_025960885.1	GCA_009827395.1	inter_genus	Microbacterium	Pontixanthobacter	344	3572	324	2802	10.4801		43.4642	
GCA_042654505.1	GCA_042656585.1	inter_genus	Epilithonimonas	Thalassorhabdus	337	3479	375	3324	10.4660		44.1469	
GCA_043556415.1	GCA_009827455.1	inter_genus	Microbacterium	Pontixanthobacter	289	2715	278	2704	10.4632		43.0992	
GCA_006861795.1	GCA_009827395.1	inter_genus	Psychrobacillus	Pontixanthobacter	404	4397	349	2802	10.4598		43.7771	
GCA_013409785.1	GCA_003597125.1	inter_genus	Microbacterium	Alcanivorax	370	3554	361	3435	10.4593	0.405585	43.4705	
GCA_008297975.1	GCA_008973485.1	inter_genus	Antrihabitans	Psychrobacillus	485	5303	487	3996	10.4527		44.1015	
GCA_043944905.1	GCA_041537905.1	inter_genus	Antrihabitans	Ruegeria	572	6008	584	5052	10.4521		43.0656	
GCA_020966775.1	GCA_001639725.1	inter_genus	Rhodopirellula	Marinomonas	440	4755	437	3637	10.4504		43.7306	
GCA_004365655.1	GCA_001643235.1	inter_genus	Epilithonimonas	Domibacillus	344	3195	382	3756	10.4445		44.0627	
GCA_008297975.1	GCA_009828095.1	inter_genus	Antrihabitans	Pontixanthobacter	454	5303	383	2712	10.4429		43.2809	
GCA_009827395.1	GCA_900636385.1	inter_genus	Pontixanthobacter	Staphylococcus	258	2802	268	2236	10.4407	0.405585	43.4009	
GCA_042654505.1	GCA_028610675.1	inter_genus	Epilithonimonas	Alkalihalobacillus	387	3479	419	4246	10.4337		44.1199	
GCA_028610675.1	GCA_009827455.1	inter_genus	Alkalihalobacillus	Pontixanthobacter	378	4246	347	2704	10.4317		43.9839	
GCA_012932915.1	GCA_001643235.1	inter_genus	Antrihabitans	Domibacillus	521	6310	529	3756	10.4312		44.1941	
GCA_028610675.1	GCA_009827395.1	inter_genus	Alkalihalobacillus	Pontixanthobacter	384	4246	351	2802	10.4285		44.0470	
GCA_008297975.1	GCA_028610675.1	inter_genus	Antrihabitans	Alkalihalobacillus	492	5303	503	4246	10.4199		43.9545	
GCA_030814065.1	GCA_034424525.1	inter_genus	Mesobacillus	Sphingobium	452	3822	472	5046	10.4195		43.6349	
GCA_011008935.1	GCA_900636385.1	inter_genus	Tabrizicola	Staphylococcus	328	3669	287	2236	10.4149		42.7662	
GCA_000009365.1	GCA_000338295.1	inter_genus	Alcanivorax	Rhodopirellula	402	2758	436	5290	10.4125		44.3202	
GCA_000181475.1	GCA_009601165.1	inter_genus	Gimesia	Alcanivorax	505	5814	454	3399	10.4092	0.372583	44.1974	
GCA_009720525.1	GCA_000756655.1	inter_genus	Gimesia	Alcanivorax	522	6104	454	3273	10.4084		44.3250	
GCA_042656585.1	GCA_034424525.1	inter_genus	Thalassorhabdus	Sphingobium	427	3324	444	5046	10.4062		43.7214	
GCA_043556415.1	GCA_000756655.1	inter_genus	Microbacterium	Alcanivorax	311	2715	312	3273	10.4041		42.8468	
GCA_000181475.1	GCA_000756655.1	inter_genus	Gimesia	Alcanivorax	499	5814	446	3273	10.3995		43.8188	
GCA_900142325.1	GCA_000970675.1	inter_genus	Epilithonimonas	Domibacillus	341	3312	361	3439	10.3985		44.1491	
GCA_000756655.1	GCA_008704535.1	inter_genus	Alcanivorax	Streptomyces	478	3273	544	6558	10.3957		43.4503	
GCA_000181475.1	GCA_000009365.1	inter_genus	Gimesia	Alcanivorax	470	5814	421	2758	10.3943		43.9955	
GCA_012932915.1	GCA_009827395.1	inter_genus	Antrihabitans	Pontixanthobacter	518	6310	429	2802	10.3929		43.6207	
GCA_009827455.1	GCA_900636385.1	inter_genus	Pontixanthobacter	Staphylococcus	249	2704	264	2236	10.3846		43.4527	
GCA_016481275.1	GCA_012972675.1	inter_genus	Antrihabitans	Pontixanthobacter	486	5994	405	2592	10.3774		43.5013	
GCA_009827395.1	GCA_014651475.1	inter_genus	Pontixanthobacter	Mesonia	299	2802	294	2913	10.3762		43.2780	
GCA_009828095.1	GCA_014212135.1	inter_genus	Pontixanthobacter	Cohnella	421	2712	486	6030	10.3752		43.9857	
GCA_007754425.1	GCA_000009365.1	inter_genus	Gimesia	Alcanivorax	469	5793	418	2758	10.3731		43.8559	
GCA_009720525.1	GCA_000009365.1	inter_genus	Gimesia	Alcanivorax	490	6104	429	2758	10.3701		44.2174	
GCA_012932915.1	GCA_042656585.1	inter_genus	Antrihabitans	Thalassorhabdus	511	6310	488	3324	10.3695		44.3859	
GCA_900142325.1	GCA_000292245.2	inter_genus	Epilithonimonas	Alkalihalobacillus	370	3312	401	4124	10.3685		44.1790	
GCA_043944905.1	GCA_030814065.1	inter_genus	Antrihabitans	Mesobacillus	514	6008	505	3822	10.3662		44.2264	
GCA_042650985.1	GCA_028610675.1	inter_genus	Epilithonimonas	Alkalihalobacillus	392	3675	429	4246	10.3649	0.405585	43.9974	
GCA_013409785.1	GCA_001639725.1	inter_genus	Microbacterium	Marinomonas	371	3554	374	3637	10.3602		43.0247	
GCA_042650985.1	GCA_042656585.1	inter_genus	Epilithonimonas	Thalassorhabdus	341	3675	384	3324	10.3586		43.8500	
GCA_008973485.1	GCA_009827455.1	inter_genus	Psychrobacillus	Pontixanthobacter	364	3996	330	2704	10.3582		43.8284	
GCA_043556415.1	GCA_009828095.1	inter_genus	Microbacterium	Pontixanthobacter	294	2715	268	2712	10.3556		42.8275	
GCA_012972675.1	GCA_014212135.1	inter_genus	Pontixanthobacter	Cohnella	411	2592	481	6030	10.3456		44.1455	
GCA_008297975.1	GCA_000292245.2	inter_genus	Antrihabitans	Alkalihalobacillus	487	5303	488	4124	10.3426		44.2135	
GCA_009601165.1	GCA_000196115.1	inter_genus	Alcanivorax	Rhodopirellula	425	3399	454	5115	10.3242		44.1887	
GCA_012932915.1	GCA_012972675.1	inter_genus	Antrihabitans	Pontixanthobacter	503	6310	416	2592	10.3235		43.7313	
GCA_008297975.1	GCA_020734105.1	inter_genus	Antrihabitans	Alkalihalobacillus	481	5303	560	4783	10.3212		43.4722	
GCA_012932915.1	GCA_009828095.1	inter_genus	Antrihabitans	Pontixanthobacter	508	6310	423	2712	10.3192		43.5140	
GCA_025960885.1	GCA_000756655.1	inter_genus	Microbacterium	Alcanivorax	360	3572	346	3273	10.3141	0.405585	43.6276	
GCA_025960885.1	GCA_900636385.1	inter_genus	Microbacterium	Staphylococcus	301	3572	298	2236	10.3134		43.3040	
GCA_000756655.1	GCA_000196115.1	inter_genus	Alcanivorax	Rhodopirellula	418	3273	447	5115	10.3124		44.1717	
GCA_000292245.2	GCA_008704535.1	inter_genus	Alkalihalobacillus	Streptomyces	528	4124	573	6558	10.3071		43.9537	
GCA_004365655.1	GCA_042656585.1	inter_genus	Epilithonimonas	Thalassorhabdus	309	3195	362	3324	10.2930		43.7442	
GCA_900636385.1	GCA_900100925.1	inter_genus	Staphylococcus	Actinopolyspora	320	2236	326	4041	10.2915		43.3489	
GCA_000756655.1	GCA_000338295.1	inter_genus	Alcanivorax	Rhodopirellula	421	3273	460	5290	10.2885		44.3494	
GCA_016481275.1	GCA_047302405.1	inter_genus	Antrihabitans	Alkalihalobacillus	524	5994	540	4348	10.2881	0.372583	43.7968	
GCA_006861775.1	GCA_000154725.1	inter_genus	Psychrobacillus	Kordia	480	4030	376	4294	10.2835		43.8267	
GCA_028610675.1	GCA_008704535.1	inter_genus	Alkalihalobacillus	Streptomyces	540	4246	571	6558	10.2832		43.7381	
GCA_012932915.1	GCA_006861795.1	inter_genus	Antrihabitans	Psychrobacillus	527	6310	574	4397	10.2830		43.9907	
GCA_025960885.1	GCA_041537905.1	inter_genus	Microbacterium	Ruegeria	422	3572	464	5052	10.2737		42.4828	
GCA_008973485.1	GCA_009828095.1	inter_genus	Psychrobacillus	Pontixanthobacter	361	3996	328	2712	10.2713		43.7501	
GCA_009720525.1	GCA_009601165.1	inter_genus	Gimesia	Alcanivorax	515	6104	461	3399	10.2704	0.405585	44.5769	
GCA_043944905.1	GCA_001906925.1	inter_genus	Antrihabitans	Domibacillus	481	6008	469	3253	10.2581		44.6134	
GCA_006861775.1	GCA_034424525.1	inter_genus	Psychrobacillus	Sphingobium	494	4030	437	5046	10.2578		43.9196	
GCA_016481275.1	GCA_009827455.1	inter_genus	Antrihabitans	Pontixanthobacter	481	5994	411	2704	10.2552		43.5310	
GCA_000009365.1	GCA_002727185.1	inter_genus	Alcanivorax	Rhodopirellula	408	2758	462	5729	10.2510		44.1739	
GCA_900142325.1	GCA_047302405.1	inter_genus	Epilithonimonas	Alkalihalobacillus	366	3312	419	4348	10.2480		44.0870	
GCA_003254155.1	GCA_034424525.1	inter_genus	Psychrobacillus	Sphingobium	430	3219	417	5046	10.2480		43.9042	
GCA_900142325.1	GCA_042656585.1	inter_genus	Epilithonimonas	Thalassorhabdus	323	3312	357	3324	10.2471		44.1432	
GCA_007754425.1	GCA_000756655.1	inter_genus	Gimesia	Alcanivorax	489	5793	440	3273	10.2471	0.405585	43.8995	
GCA_008973485.1	GCA_012972675.1	inter_genus	Psychrobacillus	Pontixanthobacter	351	3996	324	2592	10.2459		43.4182	
GCA_042650985.1	GCA_020734105.1	inter_genus	Epilithonimonas	Alkalihalobacillus	385	3675	481	4783	10.2388		43.7095	
GCA_008973485.1	GCA_009827395.1	inter_genus	Psychrobacillus	Pontixanthobacter	363	3996	333	2802	10.2383		43.9081	
GCA_004365655.1	GCA_006861795.1	inter_genus	Epilithonimonas	Psychrobacillus	348	3195	429	4397	10.2345		43.7495	
GCA_016481275.1	GCA_020734105.1	inter_genus	Antrihabitans	Alkalihalobacillus	512	5994	589	4783	10.2162	0.405585	43.7217	
GCA_042654505.1	GCA_020734105.1	inter_genus	Epilithonimonas	Alkalihalobacillus	372	3479	472	4783	10.2154		43.4773	
GCA_016481275.1	GCA_009828095.1	inter_genus	Antrihabitans	Pontixanthobacter	482	5994	407	2712	10.2113		43.3972	
GCA_016481275.1	GCA_030814065.1	inter_genus	Antrihabitans	Mesobacillus	506	5994	496	3822	10.2078	0.372583	44.4205	
GCA_000009365.1	GCA_008704535.1	inter_genus	Alcanivorax	Streptomyces	432	2758	518	6558	10.1975	0.405585	43.6897	
GCA_009601165.1	GCA_000338295.1	inter_genus	Alcanivorax	Rhodopirellula	427	3399	459	5290	10.1968	0.405585	44.3904	
GCA_012932915.1	GCA_000970675.1	inter_genus	Antrihabitans	Domibacillus	514	6310	480	3439	10.1959		44.1359	
GCA_043556415.1	GCA_003597125.1	inter_genus	Microbacterium	Alcanivorax	309	2715	318	3435	10.1951	0.405585	43.3286	
GCA_043944905.1	GCA_009827395.1	inter_genus	Antrihabitans	Pontixanthobacter	468	6008	429	2802	10.1816		43.3736	
GCA_004365655.1	GCA_000292245.2	inter_genus	Epilithonimonas	Alkalihalobacillus	346	3195	399	4124	10.1790		44.4429	
GCA_000292245.2	GCA_041537905.1	inter_genus	Alkalihalobacillus	Ruegeria	464	4124	470	5052	10.1787		43.2668	
GCA_000966185.1	GCA_020966775.1	inter_genus	Domibacillus	Rhodopirellula	436	3737	428	4755	10.1743		43.1996	
GCA_042654505.1	GCA_006861795.1	inter_genus	Epilithonimonas	Psychrobacillus	365	3479	435	4397	10.1574		43.9711	
GCA_003254155.1	GCA_003054265.1	inter_genus	Psychrobacillus	Kordia	388	3219	345	4003	10.1495		44.2478	
GCA_007748195.1	GCA_009601165.1	inter_genus	Gimesia	Alcanivorax	473	5591	438	3399	10.1335		43.9540	
GCA_042650985.1	GCA_008973485.1	inter_genus	Epilithonimonas	Psychrobacillus	370	3675	407	3996	10.1291		43.9286	
GCA_000181475.1	GCA_003597125.1	inter_genus	Gimesia	Alcanivorax	485	5814	450	3435	10.1092	0.372583	43.9450	
GCA_006861795.1	GCA_003054265.1	inter_genus	Psychrobacillus	Kordia	469	4397	380	4003	10.1071		44.0434	
GCA_016481275.1	GCA_001906925.1	inter_genus	Antrihabitans	Domibacillus	470	5994	464	3253	10.1006	0.372583	44.4468	
GCA_020966775.1	GCA_042656585.1	inter_genus	Rhodopirellula	Thalassorhabdus	414	4755	402	3324	10.1003		43.4113	
GCA_003597125.1	GCA_000196115.1	inter_genus	Alcanivorax	Rhodopirellula	415	3435	448	5115	10.0936	0.405585	44.0185	
GCA_043944905.1	GCA_020734105.1	inter_genus	Antrihabitans	Alkalihalobacillus	509	6008	580	4783	10.0917		43.8311	
GCA_047302405.1	GCA_034424525.1	inter_genus	Alkalihalobacillus	Sphingobium	481	4348	467	5046	10.0915		43.3016	
GCA_043944905.1	GCA_047302405.1	inter_genus	Antrihabitans	Alkalihalobacillus	521	6008	524	4348	10.0908		43.8918	
GCA_006861775.1	GCA_001005315.1	inter_genus	Psychrobacillus	Kordia	495	4030	385	4694	10.0871		43.9397	
GCA_043944905.1	GCA_012972675.1	inter_genus	Antrihabitans	Pontixanthobacter	462	6008	405	2592	10.0814		43.5143	
GCA_003574395.1	GCA_900636385.1	inter_genus	Tabrizicola	Staphylococcus	303	3587	284	2236	10.0807		43.1249	
GCA_025960885.1	GCA_003597125.1	inter_genus	Microbacterium	Alcanivorax	353	3572	353	3435	10.0756	0.405585	43.8005	
GCA_000196115.1	GCA_001639725.1	inter_genus	Rhodopirellula	Marinomonas	450	5115	431	3637	10.0663		43.9646	
GCA_006861795.1	GCA_034424525.1	inter_genus	Psychrobacillus	Sphingobium	493	4397	457	5046	10.0604		43.6746	
GCA_004365655.1	GCA_008973485.1	inter_genus	Epilithonimonas	Psychrobacillus	336	3195	387	3996	10.0542	0.405585	44.2261	
GCA_000966185.1	GCA_003054265.1	inter_genus	Domibacillus	Kordia	400	3737	378	4003	10.0517	0.405585	44.0584	
GCA_009720525.1	GCA_042656585.1	inter_genus	Gimesia	Thalassorhabdus	490	6104	457	3324	10.0445		43.5599	
GCA_043556415.1	GCA_009827395.1	inter_genus	Microbacterium	Pontixanthobacter	281	2715	273	2802	10.0417		43.0013	
GCA_004365655.1	GCA_900636385.1	inter_genus	Epilithonimonas	Staphylococcus	266	3195	279	2236	10.0350		43.4538	
GCA_042654505.1	GCA_008973485.1	inter_genus	Epilithonimonas	Psychrobacillus	358	3479	392	3996	10.0334		44.0745	
GCA_007748195.1	GCA_000009365.1	inter_genus	Gimesia	Alcanivorax	438	5591	399	2758	10.0252		43.8415	
GCA_003054265.1	GCA_030814065.1	inter_genus	Kordia	Mesobacillus	364	4003	420	3822	10.0192		44.4666	
GCA_900142325.1	GCA_020734105.1	inter_genus	Epilithonimonas	Alkalihalobacillus	358	3312	453	4783	10.0185		43.3161	
GCA_007748195.1	GCA_000756655.1	inter_genus	Gimesia	Alcanivorax	465	5591	423	3273	10.0181		43.8013	
GCA_000181475.1	GCA_042656585.1	inter_genus	Gimesia	Thalassorhabdus	458	5814	457	3324	10.0131		43.5201	
GCA_012932915.1	GCA_009827455.1	inter_genus	Antrihabitans	Pontixanthobacter	497	6310	405	2704	10.0067		43.6379	
GCA_043556415.1	GCA_009601165.1	inter_genus	Microbacterium	Alcanivorax	311	2715	300	3399	9.9935		43.0854	
GCA_003254155.1	GCA_000154725.1	inter_genus	Psychrobacillus	Kordia	394	3219	356	4294	9.9827		44.2154	
GCA_020734105.1	GCA_034424525.1	inter_genus	Alkalihalobacillus	Sphingobium	528	4783	453	5046	9.9807		43.5561	
GCA_028610675.1	GCA_041537905.1	inter_genus	Alkalihalobacillus	Ruegeria	463	4246	465	5052	9.9806		43.1089	
GCA_900142325.1	GCA_006861795.1	inter_genus	Epilithonimonas	Psychrobacillus	352	3312	417	4397	9.9754		43.9411	
GCA_006861775.1	GCA_009901525.1	inter_genus	Psychrobacillus	Kordia	480	4030	375	4542	9.9743		43.6316	
GCA_003597125.1	GCA_000338295.1	inter_genus	Alcanivorax	Rhodopirellula	422	3435	448	5290	9.9713	0.405585	44.0485	
GCA_007754425.1	GCA_042656585.1	inter_genus	Gimesia	Thalassorhabdus	458	5793	451	3324	9.9704		43.6787	
GCA_007754425.1	GCA_003597125.1	inter_genus	Gimesia	Alcanivorax	477	5793	443	3435	9.9697	0.405585	43.8299	
GCA_004365655.1	GCA_047302405.1	inter_genus	Epilithonimonas	Alkalihalobacillus	346	3195	406	4348	9.9695		44.1430	
GCA_003054265.1	GCA_000009365.1	inter_genus	Kordia	Alcanivorax	338	4003	336	2758	9.9689		43.7741	
GCA_009827455.1	GCA_014212135.1	inter_genus	Pontixanthobacter	Cohnella	407	2704	463	6030	9.9611		44.2789	
GCA_009720525.1	GCA_003597125.1	inter_genus	Gimesia	Alcanivorax	495	6104	455	3435	9.9591	0.405585	44.0752	
GCA_007748195.1	GCA_042656585.1	inter_genus	Gimesia	Thalassorhabdus	448	5591	439	3324	9.9495		43.5124	
GCA_043944905.1	GCA_009828095.1	inter_genus	Antrihabitans	Pontixanthobacter	466	6008	401	2712	9.9427		43.3161	
GCA_009601165.1	GCA_008704535.1	inter_genus	Alcanivorax	Streptomyces	459	3399	530	6558	9.9327		43.6926	
GCA_007748195.1	GCA_047302405.1	inter_genus	Gimesia	Alkalihalobacillus	488	5591	499	4348	9.9306		43.1486	
GCA_000292245.2	GCA_034424525.1	inter_genus	Alkalihalobacillus	Sphingobium	450	4124	460	5046	9.9237		43.3204	
GCA_008297975.1	GCA_001639725.1	inter_genus	Antrihabitans	Marinomonas	452	5303	435	3637	9.9217		43.0207	
GCA_000756655.1	GCA_002727185.1	inter_genus	Alcanivorax	Rhodopirellula	423	3273	470	5729	9.9200		43.9945	
GCA_042650985.1	GCA_001639725.1	inter_genus	Epilithonimonas	Marinomonas	354	3675	371	3637	9.9152		43.1798	
GCA_009601165.1	GCA_002727185.1	inter_genus	Alcanivorax	Rhodopirellula	431	3399	474	5729	9.9145		44.1607	
GCA_006861795.1	GCA_000154725.1	inter_genus	Psychrobacillus	Kordia	478	4397	383	4294	9.9068		43.9415	
GCA_004365655.1	GCA_028610675.1	inter_genus	Epilithonimonas	Alkalihalobacillus	341	3195	396	4246	9.9046	0.405585	44.1116	
GCA_043556415.1	GCA_001437435.1	inter_genus	Microbacterium	Furfurilactobacillus	230	2715	236	1991	9.9023		43.4788	
GCA_047302405.1	GCA_003054265.1	inter_genus	Alkalihalobacillus	Kordia	441	4348	385	4003	9.8910		43.9656	
GCA_043556415.1	GCA_034424525.1	inter_genus	Microbacterium	Sphingobium	372	2715	395	5046	9.8827		42.8182	
GCA_012932915.1	GCA_020734105.1	inter_genus	Antrihabitans	Alkalihalobacillus	517	6310	579	4783	9.8801		43.6522	
GCA_016481275.1	GCA_000292245.2	inter_genus	Antrihabitans	Alkalihalobacillus	497	5994	502	4124	9.8735	0.372583	44.1133	
GCA_000181475.1	GCA_000966185.1	inter_genus	Gimesia	Domibacillus	479	5814	464	3737	9.8733		43.7716	
GCA_042650985.1	GCA_014212135.1	inter_genus	Epilithonimonas	Cohnella	446	3675	512	6030	9.8712		43.5131	
GCA_025960885.1	GCA_009601165.1	inter_genus	Microbacterium	Alcanivorax	352	3572	336	3399	9.8695		43.7480	
GCA_043944905.1	GCA_028610675.1	inter_genus	Antrihabitans	Alkalihalobacillus	506	6008	506	4246	9.8693		43.8815	
GCA_004365655.1	GCA_020734105.1	inter_genus	Epilithonimonas	Alkalihalobacillus	336	3195	450	4783	9.8521		43.7419	
GCA_000338295.1	GCA_001639725.1	inter_genus	Rhodopirellula	Marinomonas	447	5290	432	3637	9.8465		44.0580	
GCA_013409785.1	GCA_900636385.1	inter_genus	Microbacterium	Staphylococcus	284	3554	286	2236	9.8446		43.4328	
GCA_016481275.1	GCA_001639725.1	inter_genus	Antrihabitans	Marinomonas	481	5994	467	3637	9.8432	0.405585	43.4998	
GCA_012932915.1	GCA_030814065.1	inter_genus	Antrihabitans	Mesobacillus	502	6310	494	3822	9.8302		43.9230	
GCA_009827395.1	GCA_014212135.1	inter_genus	Pontixanthobacter	Cohnella	406	2802	462	6030	9.8279		44.1326	
GCA_900636385.1	GCA_019334345.1	inter_genus	Staphylococcus	Neohoeflea	279	2236	297	3629	9.8210		42.8116	
GCA_007748195.1	GCA_030814065.1	inter_genus	Gimesia	Mesobacillus	457	5591	467	3822	9.8162		43.1796	
GCA_028610675.1	GCA_034424525.1	inter_genus	Alkalihalobacillus	Sphingobium	452	4246	460	5046	9.8149		43.2068	
GCA_043944905.1	GCA_009827455.1	inter_genus	Antrihabitans	Pontixanthobacter	460	6008	395	2704	9.8140		43.2178	
GCA_003054265.1	GCA_042656585.1	inter_genus	Kordia	Thalassorhabdus	337	4003	382	3324	9.8130	0.405585	43.9786	
GCA_012932915.1	GCA_047302405.1	inter_genus	Antrihabitans	Alkalihalobacillus	518	6310	527	4348	9.8048		43.7715	
GCA_000181475.1	GCA_047302405.1	inter_genus	Gimesia	Alkalihalobacillus	491	5814	505	4348	9.8012		43.1510	
GCA_043944905.1	GCA_000292245.2	inter_genus	Antrihabitans	Alkalihalobacillus	498	6008	495	4124	9.8006		43.9666	
GCA_003054265.1	GCA_000756655.1	inter_genus	Kordia	Alcanivorax	357	4003	356	3273	9.7993		43.6492	
GCA_900142325.1	GCA_900636385.1	inter_genus	Epilithonimonas	Staphylococcus	266	3312	277	2236	9.7873		43.1665	
GCA_000154725.1	GCA_000009365.1	inter_genus	Kordia	Alcanivorax	345	4294	345	2758	9.7845		43.8042	
GCA_000154725.1	GCA_030814065.1	inter_genus	Kordia	Mesobacillus	371	4294	423	3822	9.7831		44.2043	
GCA_000292245.2	GCA_003054265.1	inter_genus	Alkalihalobacillus	Kordia	421	4124	374	4003	9.7822		44.2077	
GCA_001906925.1	GCA_020966775.1	inter_genus	Domibacillus	Rhodopirellula	387	3253	396	4755	9.7777		43.2804	
GCA_900142325.1	GCA_028610675.1	inter_genus	Epilithonimonas	Alkalihalobacillus	356	3312	383	4246	9.7777		44.2140	
GCA_013328815.1	GCA_900636385.1	inter_genus	Tabrizicola	Staphylococcus	348	4364	297	2236	9.7727		42.8881	
GCA_003054265.1	GCA_009601165.1	inter_genus	Kordia	Alcanivorax	363	4003	360	3399	9.7676		43.5507	
GCA_047302405.1	GCA_000154725.1	inter_genus	Alkalihalobacillus	Kordia	459	4348	385	4294	9.7663		44.0291	
GCA_008973485.1	GCA_003054265.1	inter_genus	Psychrobacillus	Kordia	416	3996	365	4003	9.7637	0.405585	43.9870	
GCA_007754425.1	GCA_047302405.1	inter_genus	Gimesia	Alkalihalobacillus	489	5793	501	4348	9.7624		43.0913	
GCA_028610675.1	GCA_003054265.1	inter_genus	Alkalihalobacillus	Kordia	430	4246	375	4003	9.7588		44.1502	
GCA_042654505.1	GCA_001639725.1	inter_genus	Epilithonimonas	Marinomonas	343	3479	351	3637	9.7527		42.9489	
GCA_042654505.1	GCA_900636385.1	inter_genus	Epilithonimonas	Staphylococcus	276	3479	281	2236	9.7463		43.2987	
GCA_042650985.1	GCA_900636385.1	inter_genus	Epilithonimonas	Staphylococcus	279	3675	297	2236	9.7445		43.5144	
GCA_043944905.1	GCA_008973485.1	inter_genus	Antrihabitans	Psychrobacillus	489	6008	485	3996	9.7361		44.0887	
GCA_012932915.1	GCA_028610675.1	inter_genus	Antrihabitans	Alkalihalobacillus	518	6310	509	4246	9.7291		44.1328	
GCA_015999335.1	GCA_900636385.1	inter_genus	Tabrizicola	Staphylococcus	356	4484	297	2236	9.7173		43.1499	
GCA_900142325.1	GCA_008973485.1	inter_genus	Epilithonimonas	Psychrobacillus	341	3312	369	3996	9.7154		44.1729	
GCA_009828095.1	GCA_008704535.1	inter_genus	Pontixanthobacter	Streptomyces	400	2712	500	6558	9.7087		43.0799	
GCA_007748195.1	GCA_003597125.1	inter_genus	Gimesia	Alcanivorax	456	5591	420	3435	9.7053	0.405585	43.8539	
GCA_007748195.1	GCA_000966185.1	inter_genus	Gimesia	Domibacillus	455	5591	450	3737	9.7020		43.6077	
GCA_006861795.1	GCA_009901525.1	inter_genus	Psychrobacillus	Kordia	480	4397	386	4542	9.6879	0.405585	43.5493	
GCA_900142325.1	GCA_001639725.1	inter_genus	Epilithonimonas	Marinomonas	331	3312	342	3637	9.6848		43.0587	
GCA_016481275.1	GCA_028610675.1	inter_genus	Antrihabitans	Alkalihalobacillus	487	5994	504	4246	9.6777	0.372583	43.9396	
