scenario	accession	genus	domain	neighbour	ani	af_min	class	same_genus
as_reported	GCA_010983895.1	Nitrogeniibacter	Bacteria	GCA_017309585.1	82.32	10.38	congeneric	1
no_self_strain	GCA_010983895.1	Nitrogeniibacter	Bacteria	GCA_017309585.1	82.32	10.38	congeneric	1
novel_species	GCA_010983895.1	Nitrogeniibacter	Bacteria	GCA_017309585.1	82.32	10.38	congeneric	1
as_reported	GCA_011038745.1	Neisseria	Bacteria	GCA_014898075.1	100.00	97.03	same_species	1
no_self_strain	GCA_011038745.1	Neisseria	Bacteria	GCA_014898075.1	100.00	97.03	same_species	1
novel_species	GCA_011038745.1	Neisseria	Bacteria	GCA_042658245.1	88.78	46.37	congeneric	1
as_reported	GCA_011388195.1	Neopusillimonas	Bacteria	GCA_040930455.2	94.61	82.19	congeneric	1
no_self_strain	GCA_011388195.1	Neopusillimonas	Bacteria	GCA_040930455.2	94.61	82.19	congeneric	1
novel_species	GCA_011388195.1	Neopusillimonas	Bacteria	GCA_040930455.2	94.61	82.19	congeneric	1
as_reported	GCA_011682075.1	Cupidesulfovibrio	Bacteria	GCA_015731765.1	94.66	62.23	congeneric	1
no_self_strain	GCA_011682075.1	Cupidesulfovibrio	Bacteria	GCA_015731765.1	94.66	62.23	congeneric	1
novel_species	GCA_011682075.1	Cupidesulfovibrio	Bacteria	GCA_015731765.1	94.66	62.23	congeneric	1
as_reported	GCA_011927705.1	Neolewinella	Bacteria	GCA_002631205.1	100.00	100.00	same_species	1
no_self_strain	GCA_011927705.1	Neolewinella	Bacteria	GCA_002631205.1	100.00	100.00	same_species	1
novel_species	GCA_011927705.1	Neolewinella	Bacteria	GCA_004803465.1	83.80	23.55	congeneric	1
as_reported	GCA_012163135.1	Neoroseomonas	Bacteria	GCA_012927745.1	93.29	74.30	congeneric	1
no_self_strain	GCA_012163135.1	Neoroseomonas	Bacteria	GCA_012927745.1	93.29	74.30	congeneric	1
novel_species	GCA_012163135.1	Neoroseomonas	Bacteria	GCA_012927745.1	93.29	74.30	congeneric	1
as_reported	GCA_012395945.1	Nocardia	Bacteria	GCA_001612805.1	100.00	100.00	same_species	1
no_self_strain	GCA_012395945.1	Nocardia	Bacteria	GCA_001612805.1	100.00	100.00	same_species	1
novel_species	GCA_012395945.1	Nocardia	Bacteria	GCA_004362495.1	97.20	80.42	congeneric	1
as_reported	GCA_012395985.1	Nocardia	Bacteria	GCA_001613245.1	100.00	99.87	same_species	1
no_self_strain	GCA_012395985.1	Nocardia	Bacteria	GCA_001613245.1	100.00	99.87	same_species	1
novel_species	GCA_012395985.1	Nocardia	Bacteria	GCA_000308515.1	89.84	51.83	congeneric	1
as_reported	GCA_012396035.1	Nocardia	Bacteria	GCA_001613385.1	100.00	99.72	same_species	1
no_self_strain	GCA_012396035.1	Nocardia	Bacteria	GCA_001613385.1	100.00	99.72	same_species	1
novel_species	GCA_012396035.1	Nocardia	Bacteria	GCA_000308515.1	92.08	61.11	congeneric	1
as_reported	GCA_012396055.1	Nocardia	Bacteria	GCA_013181665.1	100.00	99.70	same_species	1
no_self_strain	GCA_012396055.1	Nocardia	Bacteria	GCA_013181665.1	100.00	99.70	same_species	1
novel_species	GCA_012396055.1	Nocardia	Bacteria	GCA_000308575.1	96.89	80.13	congeneric	1
as_reported	GCA_012396065.1	Nocardia	Bacteria	GCA_000308535.1	99.99	99.34	same_species	1
no_self_strain	GCA_012396065.1	Nocardia	Bacteria	GCA_000308535.1	99.99	99.34	same_species	1
novel_species	GCA_012396065.1	Nocardia	Bacteria	GCA_000308375.1	94.85	81.08	congeneric	1
as_reported	GCA_012641515.1	Nesterenkonia	Bacteria	GCA_009758175.1	81.69	5.60	congeneric	1
no_self_strain	GCA_012641515.1	Nesterenkonia	Bacteria	GCA_009758175.1	81.69	5.60	congeneric	1
novel_species	GCA_012641515.1	Nesterenkonia	Bacteria	GCA_009758175.1	81.69	5.60	congeneric	1
as_reported	GCA_012927745.1	Neoroseomonas	Bacteria	GCA_012163135.1	93.29	74.30	congeneric	1
no_self_strain	GCA_012927745.1	Neoroseomonas	Bacteria	GCA_012163135.1	93.29	74.30	congeneric	1
novel_species	GCA_012927745.1	Neoroseomonas	Bacteria	GCA_012163135.1	93.29	74.30	congeneric	1
as_reported	GCA_012933555.1	Niallia	Bacteria	GCA_044704065.1	85.69	24.19	congeneric	1
no_self_strain	GCA_012933555.1	Niallia	Bacteria	GCA_044704065.1	85.69	24.19	congeneric	1
novel_species	GCA_012933555.1	Niallia	Bacteria	GCA_044704065.1	85.69	24.19	congeneric	1
as_reported	GCA_013181665.1	Nocardia	Bacteria	GCA_012396055.1	100.00	99.70	same_species	1
no_self_strain	GCA_013181665.1	Nocardia	Bacteria	GCA_012396055.1	100.00	99.70	same_species	1
novel_species	GCA_013181665.1	Nocardia	Bacteria	GCA_000308575.1	96.86	79.86	congeneric	1
as_reported	GCA_013240295.1	Aerobium	Bacteria	GCA_042648665.1	99.97	97.83	same_species	1
no_self_strain	GCA_013240295.1	Aerobium	Bacteria	GCA_042648665.1	99.97	97.83	same_species	1
novel_species	GCA_013240295.1	Aerobium	Bacteria	GCA_008180155.1	82.03	9.24	congeneric	1
as_reported	GCA_013315795.1	Nocardia	Bacteria	GCA_000308415.1	93.72	66.81	congeneric	1
no_self_strain	GCA_013315795.1	Nocardia	Bacteria	GCA_000308415.1	93.72	66.81	congeneric	1
novel_species	GCA_013315795.1	Nocardia	Bacteria	GCA_000308415.1	93.72	66.81	congeneric	1
as_reported	GCA_013410215.1	Nesterenkonia	Bacteria	GCA_039528235.1	100.00	99.65	same_species	1
no_self_strain	GCA_013410215.1	Nesterenkonia	Bacteria	GCA_039528235.1	100.00	99.65	same_species	1
novel_species	GCA_013410215.1	Nesterenkonia	Bacteria	GCA_004364585.1	86.92	38.80	congeneric	1
as_reported	GCA_013410745.1	Nesterenkonia	Bacteria	GCA_039528255.1	100.00	99.35	same_species	1
no_self_strain	GCA_013410745.1	Nesterenkonia	Bacteria	GCA_039528255.1	100.00	99.35	same_species	1
novel_species	GCA_013410745.1	Nesterenkonia	Bacteria	GCA_039534665.1	83.88	23.15	congeneric	1
as_reported	GCA_013744875.1	Nocardia	Bacteria	GCA_016741815.1	86.76	32.13	congeneric	1
no_self_strain	GCA_013744875.1	Nocardia	Bacteria	GCA_016741815.1	86.76	32.13	congeneric	1
novel_species	GCA_013744875.1	Nocardia	Bacteria	GCA_016741815.1	86.76	32.13	congeneric	1
as_reported	GCA_013839485.1	Nocardia	Bacteria	GCA_020731305.1	96.11	76.67	same_species	1
no_self_strain	GCA_013839485.1	Nocardia	Bacteria	GCA_020731305.1	96.11	76.67	same_species	1
novel_species	GCA_013839485.1	Nocardia	Bacteria	GCA_013315795.1	91.66	59.42	congeneric	1
as_reported	GCA_014054945.1	Neisseria	Bacteria	GCA_000174655.1	99.99	98.93	same_species	1
no_self_strain	GCA_014054945.1	Neisseria	Bacteria	GCA_000174655.1	99.99	98.93	same_species	1
novel_species	GCA_014054945.1	Neisseria	Bacteria	GCA_000220865.1	96.69	80.77	congeneric	1
as_reported	GCA_014138825.1	Nesterenkonia	Bacteria	GCA_039527895.1	100.00	99.85	same_species	1
no_self_strain	GCA_014138825.1	Nesterenkonia	Bacteria	GCA_039527895.1	100.00	99.85	same_species	1
novel_species	GCA_014138825.1	Nesterenkonia	Bacteria	GCA_004364585.1	87.44	40.92	congeneric	1
as_reported	GCA_014197015.1	Niveibacterium	Bacteria	GCA_039544185.1	100.00	100.00	same_species	1
no_self_strain	GCA_014197015.1	Niveibacterium	Bacteria	GCA_039544185.1	100.00	100.00	same_species	1
novel_species	GCA_014197015.1	Niveibacterium	Bacteria	GCA_017161445.1	86.17	23.54	congeneric	1
as_reported	GCA_014199195.1	Neoroseomonas	Bacteria	GCA_016106005.1	84.53	16.43	congeneric	1
no_self_strain	GCA_014199195.1	Neoroseomonas	Bacteria	GCA_016106005.1	84.53	16.43	congeneric	1
novel_species	GCA_014199195.1	Neoroseomonas	Bacteria	GCA_016106005.1	84.53	16.43	congeneric	1
as_reported	GCA_014200305.1	Neomicrococcus	Bacteria	GCA_014201135.1	84.92	15.24	congeneric	1
no_self_strain	GCA_014200305.1	Neomicrococcus	Bacteria	GCA_014201135.1	84.92	15.24	congeneric	1
novel_species	GCA_014200305.1	Neomicrococcus	Bacteria	GCA_014201135.1	84.92	15.24	congeneric	1
as_reported	GCA_014201135.1	Neomicrococcus	Bacteria	GCA_039532095.1	100.00	98.99	same_species	1
no_self_strain	GCA_014201135.1	Neomicrococcus	Bacteria	GCA_039532095.1	100.00	98.99	same_species	1
novel_species	GCA_014201135.1	Neomicrococcus	Bacteria	GCA_014200305.1	84.92	15.24	congeneric	1
as_reported	GCA_014205765.1	Nitrospirillum	Bacteria	GCA_000225995.2	88.42	26.26	congeneric	1
no_self_strain	GCA_014205765.1	Nitrospirillum	Bacteria	GCA_000225995.2	88.42	26.26	congeneric	1
novel_species	GCA_014205765.1	Nitrospirillum	Bacteria	GCA_000225995.2	88.42	26.26	congeneric	1
as_reported	GCA_014269355.1	Neobittarella	Bacteria	GCA_900289145.1	98.45	86.79	same_species	1
no_self_strain	GCA_014269355.1	Neobittarella	Bacteria	GCA_900289145.1	98.45	86.79	same_species	1
as_reported	GCA_014349155.1	Neolewinella	Bacteria	GCA_030409675.1	99.99	97.11	same_species	1
no_self_strain	GCA_014349155.1	Neolewinella	Bacteria	GCA_030409675.1	99.99	97.11	same_species	1
as_reported	GCA_014639295.1	Nesterenkonia	Bacteria	GCA_009758175.1	100.00	97.73	same_species	1
no_self_strain	GCA_014639295.1	Nesterenkonia	Bacteria	GCA_009758175.1	100.00	97.73	same_species	1
novel_species	GCA_014639295.1	Nesterenkonia	Bacteria	GCA_008711175.1	83.39	14.20	congeneric	1
as_reported	GCA_014640215.1	Niveispirillum	Bacteria	GCA_002868735.1	100.00	99.15	same_species	1
no_self_strain	GCA_014640215.1	Niveispirillum	Bacteria	GCA_002868735.1	100.00	99.15	same_species	1
novel_species	GCA_014640215.1	Niveispirillum	Bacteria	GCA_002251795.1	84.88	20.91	congeneric	1
as_reported	GCA_014642675.1	Nesterenkonia	Bacteria	GCA_042660185.1	90.03	46.39	congeneric	1
no_self_strain	GCA_014642675.1	Nesterenkonia	Bacteria	GCA_042660185.1	90.03	46.39	congeneric	1
novel_species	GCA_014642675.1	Nesterenkonia	Bacteria	GCA_042660185.1	90.03	46.39	congeneric	1
as_reported	GCA_014643735.1	Amylibacter	Bacteria	GCA_001719615.1	86.97	46.11	congeneric	1
no_self_strain	GCA_014643735.1	Amylibacter	Bacteria	GCA_001719615.1	86.97	46.11	congeneric	1
novel_species	GCA_014643735.1	Amylibacter	Bacteria	GCA_001719615.1	86.97	46.11	congeneric	1
as_reported	GCA_014644535.1	Neoroseomonas	Bacteria	GCA_016106005.1	83.76	9.74	congeneric	1
no_self_strain	GCA_014644535.1	Neoroseomonas	Bacteria	GCA_016106005.1	83.76	9.74	congeneric	1
novel_species	GCA_014644535.1	Neoroseomonas	Bacteria	GCA_016106005.1	83.76	9.74	congeneric	1
as_reported	GCA_014645735.1	Nocardia	Bacteria	GCA_001482675.1	99.99	62.88	same_species	1
no_self_strain	GCA_014645735.1	Nocardia	Bacteria	GCA_001482675.1	99.99	62.88	same_species	1
novel_species	GCA_014645735.1	Nocardia	Bacteria	GCA_001618425.1	87.39	37.65	congeneric	1
as_reported	GCA_014646135.1	Nocardia	Bacteria	GCA_042658545.1	81.47	6.10	congeneric	1
no_self_strain	GCA_014646135.1	Nocardia	Bacteria	GCA_042658545.1	81.47	6.10	congeneric	1
novel_species	GCA_014646135.1	Nocardia	Bacteria	GCA_042658545.1	81.47	6.10	congeneric	1
as_reported	GCA_014646295.1	Nocardia	Bacteria	GCA_032656385.1	89.99	49.97	congeneric	1
no_self_strain	GCA_014646295.1	Nocardia	Bacteria	GCA_032656385.1	89.99	49.97	congeneric	1
novel_species	GCA_014646295.1	Nocardia	Bacteria	GCA_032656385.1	89.99	49.97	congeneric	1
as_reported	GCA_014656545.1	Neobacillus	Bacteria	GCA_001636315.1	84.61	21.86	congeneric	1
no_self_strain	GCA_014656545.1	Neobacillus	Bacteria	GCA_001636315.1	84.61	21.86	congeneric	1
novel_species	GCA_014656545.1	Neobacillus	Bacteria	GCA_001636315.1	84.61	21.86	congeneric	1
as_reported	GCA_014873955.1	Nesterenkonia	Bacteria	GCA_039528215.1	100.00	98.86	same_species	1
no_self_strain	GCA_014873955.1	Nesterenkonia	Bacteria	GCA_039528215.1	100.00	98.86	same_species	1
novel_species	GCA_014873955.1	Nesterenkonia	Bacteria	GCA_014874065.1	84.72	26.98	congeneric	1
as_reported	GCA_014874065.1	Nesterenkonia	Bacteria	GCA_042679385.1	100.00	99.64	same_species	1
no_self_strain	GCA_014874065.1	Nesterenkonia	Bacteria	GCA_042679385.1	100.00	99.64	same_species	1
novel_species	GCA_014874065.1	Nesterenkonia	Bacteria	GCA_014873955.1	84.72	26.98	congeneric	1
as_reported	GCA_014898075.1	Neisseria	Bacteria	GCA_011038745.1	100.00	97.03	same_species	1
no_self_strain	GCA_014898075.1	Neisseria	Bacteria	GCA_011038745.1	100.00	97.03	same_species	1
novel_species	GCA_014898075.1	Neisseria	Bacteria	GCA_042658245.1	88.54	46.03	congeneric	1
as_reported	GCA_014904705.1	Nisaea	Bacteria	GCA_024662015.1	84.64	30.67	congeneric	1
no_self_strain	GCA_014904705.1	Nisaea	Bacteria	GCA_024662015.1	84.64	30.67	congeneric	1
novel_species	GCA_014904705.1	Nisaea	Bacteria	GCA_024662015.1	84.64	30.67	congeneric	1
as_reported	GCA_014904795.1	Nisaea	Bacteria	GCA_000426505.1	93.09	74.10	congeneric	1
no_self_strain	GCA_014904795.1	Nisaea	Bacteria	GCA_000426505.1	93.09	74.10	congeneric	1
novel_species	GCA_014904795.1	Nisaea	Bacteria	GCA_000426505.1	93.09	74.10	congeneric	1
as_reported	GCA_015674855.1	Nocardia	Bacteria	GCA_001310275.1	84.13	16.02	congeneric	1
no_self_strain	GCA_015674855.1	Nocardia	Bacteria	GCA_001310275.1	84.13	16.02	congeneric	1
novel_species	GCA_015674855.1	Nocardia	Bacteria	GCA_001310275.1	84.13	16.02	congeneric	1
as_reported	GCA_015731765.1	Cupidesulfovibrio	Bacteria	GCA_011682075.1	94.66	62.23	congeneric	1
no_self_strain	GCA_015731765.1	Cupidesulfovibrio	Bacteria	GCA_011682075.1	94.66	62.23	congeneric	1
novel_species	GCA_015731765.1	Cupidesulfovibrio	Bacteria	GCA_011682075.1	94.66	62.23	congeneric	1
as_reported	GCA_016082375.1	Neptunomonas	Bacteria	GCA_900113275.1	99.98	99.56	same_species	1
no_self_strain	GCA_016082375.1	Neptunomonas	Bacteria	GCA_900113275.1	99.98	99.56	same_species	1
novel_species	GCA_016082375.1	Neptunomonas	Bacteria	GCA_900156635.1	81.64	5.27	congeneric	1
as_reported	GCA_016106015.1	Neoroseomonas	Bacteria	GCA_017813355.1	91.21	65.40	congeneric	1
no_self_strain	GCA_016106015.1	Neoroseomonas	Bacteria	GCA_017813355.1	91.21	65.40	congeneric	1
novel_species	GCA_016106015.1	Neoroseomonas	Bacteria	GCA_017813355.1	91.21	65.40	congeneric	1
as_reported	GCA_016741815.1	Nocardia	Bacteria	GCA_013744875.1	86.76	32.13	congeneric	1
no_self_strain	GCA_016741815.1	Nocardia	Bacteria	GCA_013744875.1	86.76	32.13	congeneric	1
novel_species	GCA_016741815.1	Nocardia	Bacteria	GCA_013744875.1	86.76	32.13	congeneric	1
as_reported	GCA_016908975.1	Neobacillus	Bacteria	GCA_042432285.1	99.99	99.76	same_species	1
no_self_strain	GCA_016908975.1	Neobacillus	Bacteria	GCA_042432285.1	99.99	99.76	same_species	1
as_reported	GCA_017161445.1	Niveibacterium	Bacteria	GCA_017311475.1	86.44	22.70	congeneric	1
no_self_strain	GCA_017161445.1	Niveibacterium	Bacteria	GCA_017311475.1	86.44	22.70	congeneric	1
novel_species	GCA_017161445.1	Niveibacterium	Bacteria	GCA_017311475.1	86.44	22.70	congeneric	1
as_reported	GCA_017309585.1	Nitrogeniibacter	Bacteria	GCA_010983895.1	82.32	10.38	congeneric	1
no_self_strain	GCA_017309585.1	Nitrogeniibacter	Bacteria	GCA_010983895.1	82.32	10.38	congeneric	1
novel_species	GCA_017309585.1	Nitrogeniibacter	Bacteria	GCA_010983895.1	82.32	10.38	congeneric	1
as_reported	GCA_017311475.1	Niveibacterium	Bacteria	GCA_039544185.1	100.00	98.74	same_species	1
no_self_strain	GCA_017311475.1	Niveibacterium	Bacteria	GCA_039544185.1	100.00	98.74	same_species	1
novel_species	GCA_017311475.1	Niveibacterium	Bacteria	GCA_017161445.1	86.44	22.70	congeneric	1
as_reported	GCA_017742245.1	Niastella	Bacteria	GCA_042649425.1	100.00	100.00	same_species	1
no_self_strain	GCA_017742245.1	Niastella	Bacteria	GCA_042649425.1	100.00	100.00	same_species	1
novel_species	GCA_017742245.1	Niastella	Bacteria	GCA_900110245.1	84.09	19.82	congeneric	1
as_reported	GCA_017873175.1	Neorhizobium	Bacteria	GCA_040066075.1	95.72	82.53	same_species	1
no_self_strain	GCA_017873175.1	Neorhizobium	Bacteria	GCA_040066075.1	95.72	82.53	same_species	1
novel_species	GCA_017873175.1	Neorhizobium	Bacteria	GCA_051400715.1	84.25	23.58	congeneric	1
as_reported	GCA_017875645.1	Nocardia	Bacteria	GCA_001613045.1	81.88	5.68	congeneric	1
no_self_strain	GCA_017875645.1	Nocardia	Bacteria	GCA_001613045.1	81.88	5.68	congeneric	1
novel_species	GCA_017875645.1	Nocardia	Bacteria	GCA_001613045.1	81.88	5.68	congeneric	1
as_reported	GCA_017876395.1	Nesterenkonia	Bacteria	GCA_042660185.1	100.00	98.06	same_species	1
no_self_strain	GCA_017876395.1	Nesterenkonia	Bacteria	GCA_042660185.1	100.00	98.06	same_species	1
novel_species	GCA_017876395.1	Nesterenkonia	Bacteria	GCA_014642675.1	88.84	46.62	congeneric	1
as_reported	GCA_018122595.1	Gluconobacter	Bacteria	GCA_001598495.1	93.20	60.66	congeneric	1
no_self_strain	GCA_018122595.1	Gluconobacter	Bacteria	GCA_001598495.1	93.20	60.66	congeneric	1
novel_species	GCA_018122595.1	Gluconobacter	Bacteria	GCA_001598495.1	93.20	60.66	congeneric	1
as_reported	GCA_018343535.1	Neobacillus	Bacteria	GCA_018343545.2	93.16	65.15	congeneric	1
no_self_strain	GCA_018343535.1	Neobacillus	Bacteria	GCA_018343545.2	93.16	65.15	congeneric	1
novel_species	GCA_018343535.1	Neobacillus	Bacteria	GCA_018343545.2	93.16	65.15	congeneric	1
as_reported	GCA_018343545.2	Neobacillus	Bacteria	GCA_018343535.1	93.16	65.15	congeneric	1
no_self_strain	GCA_018343545.2	Neobacillus	Bacteria	GCA_018343535.1	93.16	65.15	congeneric	1
novel_species	GCA_018343545.2	Neobacillus	Bacteria	GCA_018343535.1	93.16	65.15	congeneric	1
as_reported	GCA_018860155.1	Nocardia	Bacteria	GCA_019038435.1	82.87	7.76	congeneric	1
no_self_strain	GCA_018860155.1	Nocardia	Bacteria	GCA_019038435.1	82.87	7.76	congeneric	1
novel_species	GCA_018860155.1	Nocardia	Bacteria	GCA_019038435.1	82.87	7.76	congeneric	1
as_reported	GCA_019038435.1	Nocardia	Bacteria	GCA_018860155.1	82.87	7.76	congeneric	1
no_self_strain	GCA_019038435.1	Nocardia	Bacteria	GCA_018860155.1	82.87	7.76	congeneric	1
novel_species	GCA_019038435.1	Nocardia	Bacteria	GCA_018860155.1	82.87	7.76	congeneric	1
as_reported	GCA_019038455.1	Nocardia	Bacteria	GCA_003123685.1	94.97	64.69	congeneric	1
no_self_strain	GCA_019038455.1	Nocardia	Bacteria	GCA_003123685.1	94.97	64.69	congeneric	1
novel_species	GCA_019038455.1	Nocardia	Bacteria	GCA_003123685.1	94.97	64.69	congeneric	1
as_reported	GCA_019222765.1	Nocardia	Bacteria	GCA_900269665.1	87.17	31.96	congeneric	1
no_self_strain	GCA_019222765.1	Nocardia	Bacteria	GCA_900269665.1	87.17	31.96	congeneric	1
novel_species	GCA_019222765.1	Nocardia	Bacteria	GCA_900269665.1	87.17	31.96	congeneric	1
as_reported	GCA_019430945.1	Neorhizobium	Bacteria	GCA_003425685.1	83.14	17.25	congeneric	1
no_self_strain	GCA_019430945.1	Neorhizobium	Bacteria	GCA_003425685.1	83.14	17.25	congeneric	1
novel_species	GCA_019430945.1	Neorhizobium	Bacteria	GCA_003425685.1	83.14	17.25	congeneric	1
as_reported	GCA_019575955.1	Nesterenkonia	Bacteria	GCA_007994735.1	82.15	9.70	congeneric	1
no_self_strain	GCA_019575955.1	Nesterenkonia	Bacteria	GCA_007994735.1	82.15	9.70	congeneric	1
novel_species	GCA_019575955.1	Nesterenkonia	Bacteria	GCA_007994735.1	82.15	9.70	congeneric	1
as_reported	GCA_019890715.1	Nocardia	Bacteria	GCA_000308615.1	95.60	69.58	same_species	1
no_self_strain	GCA_019890715.1	Nocardia	Bacteria	GCA_000308615.1	95.60	69.58	same_species	1
novel_species	GCA_019890715.1	Nocardia	Bacteria	GCA_001613065.1	89.58	42.10	congeneric	1
as_reported	GCA_019891355.1	Nitratireductor	Bacteria	GCA_000615975.1	95.18	79.74	congeneric	1
no_self_strain	GCA_019891355.1	Nitratireductor	Bacteria	GCA_000615975.1	95.18	79.74	congeneric	1
novel_species	GCA_019891355.1	Nitratireductor	Bacteria	GCA_000615975.1	95.18	79.74	congeneric	1
as_reported	GCA_019891395.1	Nitratireductor	Bacteria	GCA_042655765.1	100.00	99.96	same_species	1
no_self_strain	GCA_019891395.1	Nitratireductor	Bacteria	GCA_042655765.1	100.00	99.96	same_species	1
novel_species	GCA_019891395.1	Nitratireductor	Bacteria	GCA_019891355.1	87.38	40.05	congeneric	1
as_reported	GCA_020216065.1	Nocardia	Bacteria	GCA_012395945.1	95.53	81.23	congeneric	1
no_self_strain	GCA_020216065.1	Nocardia	Bacteria	GCA_012395945.1	95.53	81.23	congeneric	1
novel_species	GCA_020216065.1	Nocardia	Bacteria	GCA_012395945.1	95.53	81.23	congeneric	1
as_reported	GCA_020523925.1	Neotamlana	Bacteria	GCA_020523965.1	91.04	45.73	congeneric	1
no_self_strain	GCA_020523925.1	Neotamlana	Bacteria	GCA_020523965.1	91.04	45.73	congeneric	1
novel_species	GCA_020523925.1	Neotamlana	Bacteria	GCA_020523965.1	91.04	45.73	congeneric	1
as_reported	GCA_020523965.1	Neotamlana	Bacteria	GCA_020523925.1	91.04	45.73	congeneric	1
no_self_strain	GCA_020523965.1	Neotamlana	Bacteria	GCA_020523925.1	91.04	45.73	congeneric	1
novel_species	GCA_020523965.1	Neotamlana	Bacteria	GCA_020523925.1	91.04	45.73	congeneric	1
as_reported	GCA_020731305.1	Nocardia	Bacteria	GCA_000308455.1	100.00	98.89	same_species	1
no_self_strain	GCA_020731305.1	Nocardia	Bacteria	GCA_000308455.1	100.00	98.89	same_species	1
novel_species	GCA_020731305.1	Nocardia	Bacteria	GCA_013315795.1	91.70	59.41	congeneric	1
as_reported	GCA_020731565.1	Nocardia	Bacteria	GCA_001612635.1	100.00	98.28	same_species	1
no_self_strain	GCA_020731565.1	Nocardia	Bacteria	GCA_001612635.1	100.00	98.28	same_species	1
novel_species	GCA_020731565.1	Nocardia	Bacteria	GCA_001612845.1	93.19	65.86	congeneric	1
as_reported	GCA_020733635.1	Nocardia	Bacteria	GCA_000308375.1	85.63	24.97	congeneric	1
no_self_strain	GCA_020733635.1	Nocardia	Bacteria	GCA_000308375.1	85.63	24.97	congeneric	1
novel_species	GCA_020733635.1	Nocardia	Bacteria	GCA_000308375.1	85.63	24.97	congeneric	1
as_reported	GCA_020733705.1	Nocardia	Bacteria	GCA_046764875.1	82.12	8.81	congeneric	1
no_self_strain	GCA_020733705.1	Nocardia	Bacteria	GCA_046764875.1	82.12	8.81	congeneric	1
novel_species	GCA_020733705.1	Nocardia	Bacteria	GCA_046764875.1	82.12	8.81	congeneric	1
as_reported	GCA_021044425.1	Niabella	Bacteria	GCA_021538615.1	83.64	21.92	congeneric	1
no_self_strain	GCA_021044425.1	Niabella	Bacteria	GCA_021538615.1	83.64	21.92	congeneric	1
novel_species	GCA_021044425.1	Niabella	Bacteria	GCA_021538615.1	83.64	21.92	congeneric	1
as_reported	GCA_021538615.1	Niabella	Bacteria	GCA_021044425.1	83.64	21.92	congeneric	1
no_self_strain	GCA_021538615.1	Niabella	Bacteria	GCA_021044425.1	83.64	21.92	congeneric	1
novel_species	GCA_021538615.1	Niabella	Bacteria	GCA_021044425.1	83.64	21.92	congeneric	1
as_reported	GCA_022749495.1	Neisseria	Bacteria	GCA_000220865.1	99.99	95.60	same_strain	1
no_self_strain	GCA_022749495.1	Neisseria	Bacteria	GCA_000174655.1	96.67	82.71	congeneric	1
novel_species	GCA_022749495.1	Neisseria	Bacteria	GCA_000174655.1	96.67	82.71	congeneric	1
as_reported	GCA_022869645.1	Neisseria	Bacteria	GCA_900638555.1	99.98	99.76	same_species	1
no_self_strain	GCA_022869645.1	Neisseria	Bacteria	GCA_900638555.1	99.98	99.76	same_species	1
novel_species	GCA_022869645.1	Neisseria	Bacteria	GCA_003315235.1	94.85	72.79	congeneric	1
as_reported	GCA_023223505.1	Neorhizobium	Bacteria	GCA_000732195.1	82.06	6.97	congeneric	1
no_self_strain	GCA_023223505.1	Neorhizobium	Bacteria	GCA_000732195.1	82.06	6.97	congeneric	1
novel_species	GCA_023223505.1	Neorhizobium	Bacteria	GCA_000732195.1	82.06	6.97	congeneric	1
as_reported	GCA_023380205.1	Nicoliella	Bacteria	GCA_037546185.1	82.41	8.03	congeneric	1
no_self_strain	GCA_023380205.1	Nicoliella	Bacteria	GCA_037546185.1	82.41	8.03	congeneric	1
novel_species	GCA_023380205.1	Nicoliella	Bacteria	GCA_037546185.1	82.41	8.03	congeneric	1
as_reported	GCA_023472875.1	Neisseria	Bacteria	GCA_042649725.1	99.99	98.97	same_species	1
no_self_strain	GCA_023472875.1	Neisseria	Bacteria	GCA_042649725.1	99.99	98.97	same_species	1
novel_species	GCA_023472875.1	Neisseria	Bacteria	GCA_963396225.1	94.22	77.50	congeneric	1
as_reported	GCA_023740755.1	Nocardia	Bacteria	GCA_003350585.1	85.66	27.18	congeneric	1
no_self_strain	GCA_023740755.1	Nocardia	Bacteria	GCA_003350585.1	85.66	27.18	congeneric	1
novel_species	GCA_023740755.1	Nocardia	Bacteria	GCA_003350585.1	85.66	27.18	congeneric	1
as_reported	GCA_024172045.1	Nocardia	Bacteria	GCA_001612615.1	99.99	99.61	same_species	1
no_self_strain	GCA_024172045.1	Nocardia	Bacteria	GCA_001612615.1	99.99	99.61	same_species	1
novel_species	GCA_024172045.1	Nocardia	Bacteria	GCA_006716565.1	93.03	65.88	congeneric	1
as_reported	GCA_024662015.1	Nisaea	Bacteria	GCA_014904705.1	84.64	30.67	congeneric	1
no_self_strain	GCA_024662015.1	Nisaea	Bacteria	GCA_014904705.1	84.64	30.67	congeneric	1
novel_species	GCA_024662015.1	Nisaea	Bacteria	GCA_014904705.1	84.64	30.67	congeneric	1
as_reported	GCA_024733845.1	Neomoorella	Bacteria	GCA_045278715.1	85.57	30.11	congeneric	1
no_self_strain	GCA_024733845.1	Neomoorella	Bacteria	GCA_045278715.1	85.57	30.11	congeneric	1
novel_species	GCA_024733845.1	Neomoorella	Bacteria	GCA_045278715.1	85.57	30.11	congeneric	1
as_reported	GCA_024834045.1	Neisseria	Bacteria	GCA_008807015.1	90.99	63.78	congeneric	1
no_self_strain	GCA_024834045.1	Neisseria	Bacteria	GCA_008807015.1	90.99	63.78	congeneric	1
