acc_a	acc_b	class	genus_a	genus_b	conserved_a	proteins_a	conserved_b	proteins_b	pocp	mash_dist	aai	prot_dist
GCA_014656275.1	GCA_054602315.1	inter_genus	Streptomyces	Bradyrhizobium	1135	8995	1090	7168	13.7660	0.372583		
GCA_024169475.1	GCA_902459535.1	inter_genus	Peribacillus	Paraburkholderia	824	5052	877	7307	13.7632	0.353280		
GCA_030412915.1	GCA_958405935.1	inter_genus	Nocardioides	Ralstonia	613	4078	631	4962	13.7611	0.372583		
GCA_001612785.1	GCA_039522805.1	inter_genus	Nocardia	Ralstonia	802	6744	735	4426	13.7601	0.353280		
GCA_001969825.1	GCA_042653945.1	inter_genus	Bradyrhizobium	Streptomyces	1196	7775	1348	10714	13.7595	0.372583		
GCA_042430785.1	GCA_902459595.1	inter_genus	Streptomyces	Pandoraea	830	7315	773	4337	13.7573	0.405585		
GCA_001400635.1	GCA_021390235.1	inter_genus	Pseudomonas	Streptomyces	875	5205	991	8369	13.7469	0.353280		
GCA_016598615.1	GCA_021173085.2	inter_genus	Streptomyces	Ralstonia	1130	9740	872	4826	13.7443			
GCA_014873915.1	GCA_021173085.2	inter_genus	Amycolatopsis	Ralstonia	984	8602	861	4826	13.7399			
GCA_001418655.1	GCA_054602315.1	inter_genus	Streptomyces	Bradyrhizobium	1185	9368	1087	7168	13.7397	0.372583		
GCA_021390235.1	GCA_902459665.1	inter_genus	Streptomyces	Pandoraea	944	8369	844	4646	13.7380	0.405585		
GCA_001182745.2	GCA_958405935.1	inter_genus	Nocardia	Ralstonia	770	6046	742	4962	13.7355	0.372583		
GCA_001182745.2	GCA_055383075.1	inter_genus	Nocardia	Symbiobacterium	662	6046	643	3457	13.7325	0.372583		
GCA_001182745.2	GCA_003443895.1	inter_genus	Nocardia	Paraburkholderia	844	6046	979	7231	13.7305	0.372583		
GCA_021390235.1	GCA_055396975.1	inter_genus	Streptomyces	Symbiobacterium	891	8369	714	3322	13.7285	0.306598		
GCA_001182745.2	GCA_055396975.1	inter_genus	Nocardia	Symbiobacterium	642	6046	644	3322	13.7276	0.372583		
GCA_001418025.1	GCA_030412915.1	inter_genus	Anoxybacillus	Nocardioides	437	2617	482	4078	13.7267	0.405585		
GCA_016598615.1	GCA_023278185.1	inter_genus	Streptomyces	Bradyrhizobium	1270	9740	1246	8598	13.7201			
GCA_014656275.1	GCA_039522805.1	inter_genus	Streptomyces	Ralstonia	1019	8995	822	4426	13.7173	0.353280		
GCA_021919185.1	GCA_055396975.1	inter_genus	Xanthomonas	Symbiobacterium	469	3852	515	3322	13.7162	0.339586		
GCA_042431885.1	GCA_958405935.1	inter_genus	Streptomyces	Ralstonia	896	7515	815	4962	13.7132			
GCA_001639065.2	GCA_024169475.1	inter_genus	Vibrio	Peribacillus	672	5034	711	5052	13.7121			
GCA_030412915.1	GCA_902459665.1	inter_genus	Nocardioides	Pandoraea	572	4078	624	4646	13.7093	0.353280		
GCA_030412965.1	GCA_902459665.1	inter_genus	Nocardioides	Pandoraea	624	4745	663	4646	13.7046	0.372583		
GCA_001618685.1	GCA_013087605.1	inter_genus	Geobacillus	Rhizobium	584	3206	813	6988	13.7041	0.405585		
GCA_000478275.1	GCA_046118665.1	inter_genus	Amycolatopsis	Rhizobium	979	8170	1123	7171	13.7018	0.372583		
GCA_014656275.1	GCA_055383075.1	inter_genus	Streptomyces	Symbiobacterium	972	8995	734	3457	13.7006	0.353280		
GCA_013087605.1	GCA_042431885.1	inter_genus	Rhizobium	Streptomyces	1029	6988	957	7515	13.6937	0.372583		
GCA_014201515.1	GCA_030412915.1	inter_genus	Anoxybacillus	Nocardioides	447	2702	481	4078	13.6873	0.405585		
GCA_014873915.1	GCA_023955645.1	inter_genus	Amycolatopsis	Ralstonia	999	8602	881	5136	13.6847	0.405585		
GCA_014873915.1	GCA_054602315.1	inter_genus	Amycolatopsis	Bradyrhizobium	1062	8602	1096	7168	13.6842	0.372583		
GCA_054602315.1	GCA_963924095.1	inter_genus	Bradyrhizobium	Streptomyces	1017	7168	954	7236	13.6837	0.339586		
GCA_008386555.1	GCA_014201515.1	inter_genus	Pseudomonas	Anoxybacillus	595	5389	512	2702	13.6819			
GCA_001618685.1	GCA_020404845.1	inter_genus	Geobacillus	Streptomyces	643	3206	789	7263	13.6785	0.405585		
GCA_000478275.1	GCA_023955645.1	inter_genus	Amycolatopsis	Ralstonia	943	8170	877	5136	13.6780			
GCA_001418655.1	GCA_900094605.1	inter_genus	Streptomyces	Bradyrhizobium	1256	9368	1157	8291	13.6644	0.312952		
GCA_001277805.1	GCA_001400635.1	inter_genus	Geobacillus	Pseudomonas	487	2613	581	5205	13.6608			
GCA_055396975.1	GCA_902459535.1	inter_genus	Symbiobacterium	Paraburkholderia	650	3322	801	7307	13.6513	0.353280		
GCA_001612785.1	GCA_013087605.1	inter_genus	Nocardia	Rhizobium	861	6744	1013	6988	13.6470			
GCA_001612785.1	GCA_902459595.1	inter_genus	Nocardia	Pandoraea	759	6744	753	4337	13.6450	0.405585		
GCA_007858165.1	GCA_020404845.1	inter_genus	Pseudomonas	Streptomyces	864	5724	908	7263	13.6444	0.405585		
GCA_055383075.1	GCA_902459535.1	inter_genus	Symbiobacterium	Paraburkholderia	670	3457	798	7307	13.6381	0.328965		
GCA_001418655.1	GCA_023278185.1	inter_genus	Streptomyces	Bradyrhizobium	1249	9368	1201	8598	13.6369	0.372583		
GCA_023278185.1	GCA_042430785.1	inter_genus	Bradyrhizobium	Streptomyces	1136	8598	1034	7315	13.6366	0.405585		
GCA_001612785.1	GCA_023955645.1	inter_genus	Nocardia	Ralstonia	843	6744	776	5136	13.6279	0.339586		
GCA_023278185.1	GCA_025642175.1	inter_genus	Bradyrhizobium	Streptomyces	1140	8598	1031	7338	13.6232	0.405585		
GCA_001182745.2	GCA_054602315.1	inter_genus	Nocardia	Bradyrhizobium	830	6046	970	7168	13.6219	0.353280		
GCA_007858165.1	GCA_014656275.1	inter_genus	Pseudomonas	Streptomyces	925	5724	1080	8995	13.6218	0.372583		
GCA_001618685.1	GCA_046118665.1	inter_genus	Geobacillus	Rhizobium	587	3206	826	7171	13.6167			
GCA_042431885.1	GCA_055383075.1	inter_genus	Streptomyces	Symbiobacterium	785	7515	709	3457	13.6165	0.353280		
GCA_030412965.1	GCA_902459535.1	inter_genus	Nocardioides	Paraburkholderia	741	4745	900	7307	13.6160	0.405585		
GCA_042653945.1	GCA_054602315.1	inter_genus	Streptomyces	Bradyrhizobium	1282	10714	1152	7168	13.6115	0.405585		
GCA_001277805.1	GCA_002741985.1	inter_genus	Geobacillus	Vibrio	473	2613	505	4574	13.6079			
GCA_014656275.1	GCA_900094605.1	inter_genus	Streptomyces	Bradyrhizobium	1189	8995	1163	8291	13.6064	0.306598		
GCA_001418025.1	GCA_008386555.1	inter_genus	Anoxybacillus	Pseudomonas	504	2617	585	5389	13.6023			
GCA_001401215.1	GCA_042433635.1	inter_genus	Pseudomonas	Streptomyces	792	5215	798	6482	13.5932	0.405585		
GCA_021173085.2	GCA_042653945.1	inter_genus	Ralstonia	Streptomyces	904	4826	1207	10714	13.5843	0.405585		
GCA_001401215.1	GCA_020404845.1	inter_genus	Pseudomonas	Streptomyces	824	5215	871	7263	13.5839	0.405585		
GCA_001618685.1	GCA_042430785.1	inter_genus	Geobacillus	Streptomyces	637	3206	792	7315	13.5824	0.405585		
GCA_014201515.1	GCA_042432025.1	inter_genus	Anoxybacillus	Xanthomonas	443	2702	447	3852	13.5795	0.405585		
GCA_001969825.1	GCA_042433635.1	inter_genus	Bradyrhizobium	Streptomyces	1010	7775	926	6482	13.5793	0.328965		
GCA_001580545.1	GCA_055396975.1	inter_genus	Paraburkholderia	Symbiobacterium	759	6983	640	3322	13.5759	0.339586		
GCA_000252995.1	GCA_001544215.1	inter_genus	Salmonella	Enterococcus	456	3973	457	2758	13.5641			
GCA_001401215.1	GCA_027947575.1	inter_genus	Pseudomonas	Streptomyces	843	5215	853	7298	13.5539	0.372583		
GCA_021390235.1	GCA_900094605.1	inter_genus	Streptomyces	Bradyrhizobium	1124	8369	1134	8291	13.5534	0.320287		
GCA_023955645.1	GCA_042653945.1	inter_genus	Ralstonia	Streptomyces	935	5136	1213	10714	13.5521			
GCA_007858165.1	GCA_042433635.1	inter_genus	Pseudomonas	Streptomyces	827	5724	827	6482	13.5507	0.405585		
GCA_007858165.1	GCA_021390235.1	inter_genus	Pseudomonas	Streptomyces	900	5724	1009	8369	13.5457	0.405585		
GCA_023955645.1	GCA_030412915.1	inter_genus	Ralstonia	Nocardioides	637	5136	611	4078	13.5446	0.405585		
GCA_030412915.1	GCA_042432025.1	inter_genus	Nocardioides	Xanthomonas	562	4078	512	3852	13.5435	0.372583		
GCA_025642175.1	GCA_902459595.1	inter_genus	Streptomyces	Pandoraea	815	7338	766	4337	13.5418			
GCA_020404845.1	GCA_054602315.1	inter_genus	Streptomyces	Bradyrhizobium	955	7263	999	7168	13.5403	0.353280		
GCA_001418655.1	GCA_958405935.1	inter_genus	Streptomyces	Ralstonia	1082	9368	858	4962	13.5380	0.372583		
GCA_001418655.1	GCA_039522805.1	inter_genus	Streptomyces	Ralstonia	1051	9368	816	4426	13.5349	0.372583		
GCA_001642805.2	GCA_020404845.1	inter_genus	Serratia	Streptomyces	774	4748	851	7263	13.5293	0.339586		
GCA_001618685.1	GCA_027947575.1	inter_genus	Geobacillus	Streptomyces	642	3206	779	7298	13.5282	0.405585		
GCA_003443895.1	GCA_055396975.1	inter_genus	Paraburkholderia	Symbiobacterium	798	7231	629	3322	13.5222	0.328965		
GCA_030412965.1	GCA_958405935.1	inter_genus	Nocardioides	Ralstonia	643	4745	669	4962	13.5160	0.372583		
GCA_001418655.1	GCA_055396975.1	inter_genus	Streptomyces	Symbiobacterium	985	9368	730	3322	13.5146	0.353280		
GCA_042430785.1	GCA_902459665.1	inter_genus	Streptomyces	Pandoraea	833	7315	783	4646	13.5106	0.405585		
GCA_001401215.1	GCA_001418655.1	inter_genus	Pseudomonas	Streptomyces	896	5215	1074	9368	13.5089	0.353280		
GCA_008386555.1	GCA_042430785.1	inter_genus	Pseudomonas	Streptomyces	834	5389	882	7315	13.5076	0.353280		
GCA_007858165.1	GCA_025642175.1	inter_genus	Pseudomonas	Streptomyces	863	5724	901	7338	13.5048	0.372583		
GCA_000478275.1	GCA_054602315.1	inter_genus	Amycolatopsis	Bradyrhizobium	986	8170	1085	7168	13.5024	0.339586		
GCA_014873915.1	GCA_958405935.1	inter_genus	Amycolatopsis	Ralstonia	963	8602	868	4962	13.4990			
GCA_001639065.2	GCA_055383075.1	inter_genus	Vibrio	Symbiobacterium	591	5034	555	3457	13.4966			
GCA_001418025.1	GCA_042432025.1	inter_genus	Anoxybacillus	Xanthomonas	436	2617	437	3852	13.4951			
GCA_046118665.1	GCA_055383075.1	inter_genus	Rhizobium	Symbiobacterium	813	7171	621	3457	13.4927	0.353280		
GCA_016598615.1	GCA_054602315.1	inter_genus	Streptomyces	Bradyrhizobium	1176	9740	1105	7168	13.4907	0.353280		
GCA_001401215.1	GCA_014656275.1	inter_genus	Pseudomonas	Streptomyces	894	5215	1023	8995	13.4905	0.372583		
GCA_007858165.1	GCA_963924095.1	inter_genus	Pseudomonas	Streptomyces	866	5724	882	7236	13.4877	0.405585		
GCA_001612785.1	GCA_023278185.1	inter_genus	Nocardia	Bradyrhizobium	956	6744	1113	8598	13.4859			
GCA_007858165.1	GCA_042430785.1	inter_genus	Pseudomonas	Streptomyces	857	5724	901	7315	13.4826	0.372583		
GCA_000478275.1	GCA_039522805.1	inter_genus	Amycolatopsis	Ralstonia	872	8170	826	4426	13.4805			
GCA_000478275.1	GCA_023278185.1	inter_genus	Amycolatopsis	Bradyrhizobium	1077	8170	1183	8598	13.4781	0.405585		
GCA_016598615.1	GCA_900094605.1	inter_genus	Streptomyces	Bradyrhizobium	1243	9740	1187	8291	13.4768	0.339586		
GCA_001612785.1	GCA_902459665.1	inter_genus	Nocardia	Pandoraea	766	6744	769	4646	13.4767	0.405585		
GCA_042432025.1	GCA_055383075.1	inter_genus	Xanthomonas	Symbiobacterium	468	3852	517	3457	13.4765	0.339586		
GCA_016598615.1	GCA_958405935.1	inter_genus	Streptomyces	Ralstonia	1097	9740	884	4962	13.4744	0.405585		
GCA_001618685.1	GCA_013366925.1	inter_genus	Geobacillus	Paraburkholderia	661	3206	877	8209	13.4735			
GCA_001612785.1	GCA_958405935.1	inter_genus	Nocardia	Ralstonia	817	6744	760	4962	13.4717	0.405585		
GCA_000181535.1	GCA_054602315.1	inter_genus	Vibrio	Bradyrhizobium	793	5066	855	7168	13.4707			
GCA_013087605.1	GCA_055383075.1	inter_genus	Rhizobium	Symbiobacterium	799	6988	608	3457	13.4706	0.328965		
GCA_021390235.1	GCA_055383075.1	inter_genus	Streptomyces	Symbiobacterium	877	8369	716	3457	13.4703	0.353280		
GCA_042430785.1	GCA_900094605.1	inter_genus	Streptomyces	Bradyrhizobium	1010	7315	1091	8291	13.4628	0.328965		
GCA_001277805.1	GCA_003064125.1	inter_genus	Geobacillus	Xanthomonas	462	2613	455	4202	13.4556			
GCA_014873915.1	GCA_900094605.1	inter_genus	Amycolatopsis	Bradyrhizobium	1099	8602	1174	8291	13.4553	0.405585		
GCA_001400635.1	GCA_042433635.1	inter_genus	Pseudomonas	Streptomyces	780	5205	792	6482	13.4508	0.405585		
GCA_023955645.1	GCA_030412965.1	inter_genus	Ralstonia	Nocardioides	671	5136	658	4745	13.4501	0.372583		
GCA_001277805.1	GCA_030412965.1	inter_genus	Geobacillus	Nocardioides	469	2613	520	4745	13.4412	0.405585		
GCA_001277805.1	GCA_042647405.1	inter_genus	Geobacillus	Xanthomonas	460	2613	447	4138	13.4350			
GCA_027947575.1	GCA_030409215.1	inter_genus	Streptomyces	Halomonas	777	7298	707	3749	13.4335	0.306598		
GCA_002741985.1	GCA_013350005.1	inter_genus	Vibrio	Methylocystis	573	4574	539	3705	13.4316			
GCA_001618685.1	GCA_013350005.1	inter_genus	Geobacillus	Methylocystis	473	3206	455	3705	13.4279	0.405585		
GCA_001400635.1	GCA_020404845.1	inter_genus	Pseudomonas	Streptomyces	812	5205	862	7263	13.4264	0.405585		
GCA_021390235.1	GCA_030409215.1	inter_genus	Streptomyces	Halomonas	868	8369	759	3749	13.4263	0.353280		
GCA_025642175.1	GCA_902459665.1	inter_genus	Streptomyces	Pandoraea	826	7338	782	4646	13.4179			
GCA_000372845.1	GCA_001618685.1	inter_genus	Methylocystis	Geobacillus	456	3698	470	3206	13.4125			
GCA_023278185.1	GCA_042653945.1	inter_genus	Bradyrhizobium	Streptomyces	1251	8598	1339	10714	13.4114	0.372583		
GCA_001277805.1	GCA_008386555.1	inter_genus	Geobacillus	Pseudomonas	500	2613	573	5389	13.4091			
GCA_021919185.1	GCA_030412915.1	inter_genus	Xanthomonas	Nocardioides	498	3852	565	4078	13.4048	0.339586		
GCA_013087605.1	GCA_055396975.1	inter_genus	Rhizobium	Symbiobacterium	797	6988	585	3322	13.4045	0.372583		
GCA_001418655.1	GCA_055383075.1	inter_genus	Streptomyces	Symbiobacterium	984	9368	735	3457	13.4035	0.339586		
GCA_001611855.1	GCA_021173085.2	inter_genus	Mycobacteroides	Ralstonia	628	4632	639	4826	13.3961	0.405585		
GCA_001639065.2	GCA_001969825.1	inter_genus	Vibrio	Bradyrhizobium	818	5034	897	7775	13.3890			
GCA_001277805.1	GCA_021173085.2	inter_genus	Geobacillus	Ralstonia	480	2613	516	4826	13.3889			
GCA_042431885.1	GCA_902459595.1	inter_genus	Streptomyces	Pandoraea	815	7515	771	4337	13.3817	0.405585		
GCA_001611855.1	GCA_039522805.1	inter_genus	Mycobacteroides	Ralstonia	594	4632	618	4426	13.3804	0.372583		
GCA_020404845.1	GCA_034424255.1	inter_genus	Streptomyces	Serratia	842	7263	764	4755	13.3633	0.353280		
GCA_046118665.1	GCA_055396975.1	inter_genus	Rhizobium	Symbiobacterium	808	7171	594	3322	13.3613	0.353280		
GCA_000478275.1	GCA_902459595.1	inter_genus	Amycolatopsis	Pandoraea	841	8170	830	4337	13.3605	0.320287		
GCA_003443895.1	GCA_024169475.1	inter_genus	Paraburkholderia	Peribacillus	851	7231	790	5052	13.3599	0.372583		
GCA_001642805.2	GCA_027947575.1	inter_genus	Serratia	Streptomyces	778	4748	831	7298	13.3571	0.353280		
GCA_001400635.1	GCA_027947575.1	inter_genus	Pseudomonas	Streptomyces	824	5205	846	7298	13.3568	0.353280		
GCA_054602315.1	GCA_055396975.1	inter_genus	Bradyrhizobium	Symbiobacterium	792	7168	609	3322	13.3556	0.405585		
GCA_027947575.1	GCA_054602315.1	inter_genus	Streptomyces	Bradyrhizobium	940	7298	992	7168	13.3555	0.372583		
GCA_054602315.1	GCA_055383075.1	inter_genus	Bradyrhizobium	Symbiobacterium	787	7168	632	3457	13.3553	0.405585		
GCA_042647405.1	GCA_055396975.1	inter_genus	Xanthomonas	Symbiobacterium	477	4138	519	3322	13.3512	0.372583		
GCA_016598615.1	GCA_039522805.1	inter_genus	Streptomyces	Ralstonia	1055	9740	836	4426	13.3489	0.405585		
GCA_014873915.1	GCA_902459595.1	inter_genus	Amycolatopsis	Pandoraea	886	8602	841	4337	13.3472	0.353280		
GCA_001580545.1	GCA_055383075.1	inter_genus	Paraburkholderia	Symbiobacterium	755	6983	638	3457	13.3429	0.328965		
GCA_020404845.1	GCA_023278185.1	inter_genus	Streptomyces	Bradyrhizobium	1025	7263	1091	8598	13.3409	0.339586		
GCA_021919185.1	GCA_055383075.1	inter_genus	Xanthomonas	Symbiobacterium	463	3852	512	3457	13.3397	0.353280		
GCA_000372845.1	GCA_002741985.1	inter_genus	Methylocystis	Vibrio	536	3698	567	4574	13.3341			
GCA_001611855.1	GCA_023955645.1	inter_genus	Mycobacteroides	Ralstonia	639	4632	663	5136	13.3292	0.372583		
GCA_003064125.1	GCA_030412915.1	inter_genus	Xanthomonas	Nocardioides	520	4202	583	4078	13.3213	0.405585		
GCA_001642805.2	GCA_963924095.1	inter_genus	Serratia	Streptomyces	770	4748	826	7236	13.3178	0.339586		
GCA_025642175.1	GCA_900094605.1	inter_genus	Streptomyces	Bradyrhizobium	993	7338	1088	8291	13.3150	0.353280		
GCA_014656275.1	GCA_902459595.1	inter_genus	Streptomyces	Pandoraea	963	8995	812	4337	13.3138	0.405585		
GCA_001642805.2	GCA_025642175.1	inter_genus	Serratia	Streptomyces	770	4748	839	7338	13.3129	0.405585		
GCA_007858165.1	GCA_027947575.1	inter_genus	Pseudomonas	Streptomyces	858	5724	875	7298	13.3082	0.405585		
GCA_042431885.1	GCA_902459665.1	inter_genus	Streptomyces	Pandoraea	833	7515	785	4646	13.3048	0.405585		
GCA_007858165.1	GCA_014201515.1	inter_genus	Pseudomonas	Anoxybacillus	608	5724	513	2702	13.3041			
GCA_013366925.1	GCA_025175645.1	inter_genus	Paraburkholderia	Peribacillus	943	8209	893	5594	13.3015	0.372583		
GCA_001639065.2	GCA_900094605.1	inter_genus	Vibrio	Bradyrhizobium	833	5034	939	8291	13.2983			
GCA_008386555.1	GCA_021390235.1	inter_genus	Pseudomonas	Streptomyces	861	5389	968	8369	13.2941	0.353280		
GCA_001277805.1	GCA_958405935.1	inter_genus	Geobacillus	Ralstonia	481	2613	526	4962	13.2937			
GCA_014201515.1	GCA_021919185.1	inter_genus	Anoxybacillus	Xanthomonas	435	2702	436	3852	13.2896	0.405585		
GCA_001182745.2	GCA_023278185.1	inter_genus	Nocardia	Bradyrhizobium	885	6046	1061	8598	13.2887	0.353280		
GCA_001418655.1	GCA_007858165.1	inter_genus	Streptomyces	Pseudomonas	1093	9368	912	5724	13.2852	0.405585		
GCA_001401215.1	GCA_025642175.1	inter_genus	Pseudomonas	Streptomyces	810	5215	855	7338	13.2638	0.372583		
GCA_003443895.1	GCA_025175645.1	inter_genus	Paraburkholderia	Peribacillus	859	7231	842	5594	13.2632	0.372583		
GCA_001639065.2	GCA_055396975.1	inter_genus	Vibrio	Symbiobacterium	575	5034	533	3322	13.2599			
GCA_001418025.1	GCA_007858165.1	inter_genus	Anoxybacillus	Pseudomonas	504	2617	602	5724	13.2598			
GCA_001642805.2	GCA_042433635.1	inter_genus	Serratia	Streptomyces	728	4748	761	6482	13.2591	0.353280		
GCA_003443895.1	GCA_055383075.1	inter_genus	Paraburkholderia	Symbiobacterium	783	7231	634	3457	13.2579	0.339586		
GCA_001400635.1	GCA_014656275.1	inter_genus	Pseudomonas	Streptomyces	884	5205	998	8995	13.2535	0.353280		
GCA_000817815.1	GCA_001618685.1	inter_genus	Vibrio	Geobacillus	615	5721	568	3206	13.2519			
GCA_023278185.1	GCA_963924095.1	inter_genus	Bradyrhizobium	Streptomyces	1099	8598	999	7236	13.2500	0.353280		
GCA_001611855.1	GCA_902459595.1	inter_genus	Mycobacteroides	Pandoraea	552	4632	636	4337	13.2456	0.405585		
GCA_030412915.1	GCA_902459535.1	inter_genus	Nocardioides	Paraburkholderia	667	4078	841	7307	13.2455			
GCA_001401215.1	GCA_963924095.1	inter_genus	Pseudomonas	Streptomyces	820	5215	829	7236	13.2439	0.372583		
GCA_023278185.1	GCA_027947575.1	inter_genus	Bradyrhizobium	Streptomyces	1093	8598	1012	7298	13.2423	0.353280		
GCA_001182745.2	GCA_013087605.1	inter_genus	Nocardia	Rhizobium	768	6046	958	6988	13.2423	0.328965		
GCA_008386555.1	GCA_020404845.1	inter_genus	Pseudomonas	Streptomyces	811	5389	864	7263	13.2390			
GCA_042433635.1	GCA_054602315.1	inter_genus	Streptomyces	Bradyrhizobium	858	6482	949	7168	13.2381	0.353280		
GCA_030406665.1	GCA_042433635.1	inter_genus	Halomonas	Streptomyces	598	3257	691	6482	13.2354	0.372583		
GCA_007858165.1	GCA_016598615.1	inter_genus	Pseudomonas	Streptomyces	932	5724	1114	9740	13.2307	0.405585		
GCA_001611855.1	GCA_902459535.1	inter_genus	Mycobacteroides	Paraburkholderia	698	4632	881	7307	13.2256	0.372583		
GCA_003064125.1	GCA_055396975.1	inter_genus	Xanthomonas	Symbiobacterium	479	4202	516	3322	13.2243	0.372583		
GCA_000478275.1	GCA_958405935.1	inter_genus	Amycolatopsis	Ralstonia	902	8170	833	4962	13.2120			
GCA_001182745.2	GCA_030409215.1	inter_genus	Nocardia	Halomonas	634	6046	660	3749	13.2108	0.372583		
GCA_008386555.1	GCA_027947575.1	inter_genus	Pseudomonas	Streptomyces	817	5389	859	7298	13.2104	0.405585		
GCA_016598615.1	GCA_055396975.1	inter_genus	Streptomyces	Symbiobacterium	991	9740	734	3322	13.2062	0.339586		
GCA_001400635.1	GCA_001418655.1	inter_genus	Pseudomonas	Streptomyces	873	5205	1051	9368	13.2025	0.339586		
GCA_001277805.1	GCA_007858165.1	inter_genus	Geobacillus	Pseudomonas	499	2613	601	5724	13.1942			
GCA_010728525.1	GCA_055396975.1	inter_genus	Mycobacterium	Symbiobacterium	493	4427	529	3322	13.1888	0.372583		
GCA_000478275.1	GCA_900094605.1	inter_genus	Amycolatopsis	Bradyrhizobium	1030	8170	1140	8291	13.1827	0.405585		
GCA_013366925.1	GCA_024169475.1	inter_genus	Paraburkholderia	Peribacillus	928	8209	819	5052	13.1740	0.372583		
GCA_001580545.1	GCA_030412965.1	inter_genus	Paraburkholderia	Nocardioides	835	6983	710	4745	13.1736	0.405585		
GCA_042653945.1	GCA_958405935.1	inter_genus	Streptomyces	Ralstonia	1164	10714	901	4962	13.1730			
GCA_001418025.1	GCA_021919185.1	inter_genus	Anoxybacillus	Xanthomonas	429	2617	423	3852	13.1705			
GCA_030412915.1	GCA_042647405.1	inter_genus	Nocardioides	Xanthomonas	565	4078	517	4138	13.1694	0.405585		
GCA_001611855.1	GCA_055396975.1	inter_genus	Mycobacteroides	Symbiobacterium	497	4632	550	3322	13.1632	0.353280		
GCA_001182745.2	GCA_008386555.1	inter_genus	Nocardia	Pseudomonas	746	6046	759	5389	13.1613	0.405585		
GCA_016598615.1	GCA_055383075.1	inter_genus	Streptomyces	Symbiobacterium	998	9740	738	3457	13.1545	0.372583		
GCA_001611855.1	GCA_055383075.1	inter_genus	Mycobacteroides	Symbiobacterium	501	4632	562	3457	13.1413	0.372583		
GCA_002741985.1	GCA_054602315.1	inter_genus	Vibrio	Bradyrhizobium	729	4574	814	7168	13.1409			
GCA_042653945.1	GCA_900094605.1	inter_genus	Streptomyces	Bradyrhizobium	1306	10714	1191	8291	13.1386	0.353280		
GCA_001580545.1	GCA_001611855.1	inter_genus	Paraburkholderia	Mycobacteroides	850	6983	676	4632	13.1382	0.405585		
GCA_027947575.1	GCA_900094605.1	inter_genus	Streptomyces	Bradyrhizobium	986	7298	1062	8291	13.1375	0.339586		
GCA_000372845.1	GCA_012641725.1	inter_genus	Methylocystis	Pseudoalteromonas	543	3698	570	4777	13.1327			
GCA_001611855.1	GCA_001969825.1	inter_genus	Mycobacteroides	Bradyrhizobium	721	4632	908	7775	13.1297	0.353280		
GCA_001418655.1	GCA_902459595.1	inter_genus	Streptomyces	Pandoraea	992	9368	807	4337	13.1266	0.372583		
GCA_001618685.1	GCA_025642175.1	inter_genus	Geobacillus	Streptomyces	621	3206	763	7338	13.1259	0.405585		
GCA_008386555.1	GCA_042433635.1	inter_genus	Pseudomonas	Streptomyces	773	5389	784	6482	13.1160	0.405585		
GCA_001612785.1	GCA_046118665.1	inter_genus	Nocardia	Rhizobium	839	6744	986	7171	13.1153	0.405585		
GCA_001401215.1	GCA_030412965.1	inter_genus	Pseudomonas	Nocardioides	682	5215	624	4745	13.1124	0.372583		
GCA_001400635.1	GCA_025642175.1	inter_genus	Pseudomonas	Streptomyces	799	5205	845	7338	13.1069	0.372583		
GCA_014873915.1	GCA_902459665.1	inter_genus	Amycolatopsis	Pandoraea	880	8602	856	4646	13.1039	0.353280		
GCA_034424255.1	GCA_963924095.1	inter_genus	Serratia	Streptomyces	758	4755	813	7236	13.1015	0.372583		
GCA_012641725.1	GCA_013350005.1	inter_genus	Pseudoalteromonas	Methylocystis	576	4777	535	3705	13.0983			
GCA_013366925.1	GCA_055396975.1	inter_genus	Paraburkholderia	Symbiobacterium	856	8209	653	3322	13.0865	0.306598		
GCA_001418025.1	GCA_021173085.2	inter_genus	Anoxybacillus	Ralstonia	460	2617	514	4826	13.0861			
GCA_000478275.1	GCA_902459665.1	inter_genus	Amycolatopsis	Pandoraea	842	8170	834	4646	13.0774	0.339586		
GCA_001277805.1	GCA_023955645.1	inter_genus	Geobacillus	Ralstonia	482	2613	531	5136	13.0727			
GCA_001401215.1	GCA_016598615.1	inter_genus	Pseudomonas	Streptomyces	887	5215	1068	9740	13.0726	0.372583		
GCA_001618685.1	GCA_963924095.1	inter_genus	Geobacillus	Streptomyces	624	3206	740	7236	13.0626	0.405585		
GCA_001639065.2	GCA_025175645.1	inter_genus	Vibrio	Peribacillus	662	5034	726	5594	13.0598	0.405585		
GCA_001969825.1	GCA_042431885.1	inter_genus	Bradyrhizobium	Streptomyces	1017	7775	979	7515	13.0543	0.328965		
GCA_020404845.1	GCA_030406665.1	inter_genus	Streptomyces	Halomonas	756	7263	617	3257	13.0513	0.328965		
GCA_025642175.1	GCA_030409215.1	inter_genus	Streptomyces	Halomonas	769	7338	678	3749	13.0513	0.353280		
GCA_001611855.1	GCA_958405935.1	inter_genus	Mycobacteroides	Ralstonia	614	4632	638	4962	13.0498	0.405585		
GCA_001400635.1	GCA_963924095.1	inter_genus	Pseudomonas	Streptomyces	799	5205	824	7236	13.0456	0.372583		
GCA_030409215.1	GCA_963924095.1	inter_genus	Halomonas	Streptomyces	700	3749	733	7236	13.0451	0.312952		
