acc_a	acc_b	sp_a	sp_b	same_species	mash_dist	ani_conv
GCA_000622245.1	GCA_031191795.1	Fusobacterium perfoetens	Fusobacterium nucleatum	0	0.262549	70.59
GCA_000622245.1	GCA_037900345.1	Fusobacterium perfoetens	Fusobacterium nucleatum	0	0.262549	70.59
GCA_000622245.1	GCA_050920715.1	Fusobacterium perfoetens	Fusobacterium nucleatum	0	0.262549	70.59
GCA_000279975.1	GCA_900450765.1	Fusobacterium vincentii	Fusobacterium necrogenes	0	0.262549	70.59
GCA_900095285.1	GCA_900637705.1	Fusobacterium gastrosuis	Fusobacterium varium	0	0.262549	70.59
GCA_000158835.2	GCA_965278035.1	Fusobacterium gonidiaformans	Fusobacterium paranimalis	0	0.262549	70.59
GCA_000153625.1	GCA_000158835.2	Fusobacterium polymorphum	Fusobacterium gonidiaformans	0	0.262785	70.57
GCA_000158835.2	GCA_001457555.1	Fusobacterium gonidiaformans	Fusobacterium polymorphum	0	0.262785	70.57
GCA_000622245.1	GCA_001457555.1	Fusobacterium perfoetens	Fusobacterium polymorphum	0	0.262785	70.57
GCA_000158835.2	GCA_035320945.1	Fusobacterium gonidiaformans	Fusobacterium polymorphum	0	0.262785	70.57
GCA_000622245.1	GCA_035320945.1	Fusobacterium perfoetens	Fusobacterium polymorphum	0	0.262785	70.57
GCA_000622245.1	GCA_037900625.1	Fusobacterium perfoetens	Fusobacterium polymorphum	0	0.262785	70.57
GCA_000158835.2	GCA_050920725.1	Fusobacterium gonidiaformans	Fusobacterium polymorphum	0	0.262785	70.57
GCA_000622245.1	GCA_050920725.1	Fusobacterium perfoetens	Fusobacterium polymorphum	0	0.262785	70.57
GCA_055694045.1	GCA_900450765.1	Fusobacterium abscessus	Fusobacterium necrogenes	0	0.262785	70.57
GCA_000158835.2	GCA_037900625.1	Fusobacterium gonidiaformans	Fusobacterium polymorphum	0	0.263022	70.54
GCA_000622245.1	GCA_965278035.1	Fusobacterium perfoetens	Fusobacterium paranimalis	0	0.263022	70.54
GCA_003019695.1	GCA_014337255.1	Fusobacterium gonidiaformans	Fusobacterium hominis	0	0.263499	70.49
GCA_003019695.1	GCA_026089295.1	Fusobacterium gonidiaformans	Fusobacterium simiae	0	0.263499	70.49
GCA_000158835.2	GCA_056823795.1	Fusobacterium gonidiaformans	Fusobacterium animalis	0	0.263499	70.49
GCA_056333145.1	GCA_900637705.1	Fusobacterium nucleatum	Fusobacterium varium	0	0.263499	70.49
GCA_000153625.1	GCA_000622245.1	Fusobacterium polymorphum	Fusobacterium perfoetens	0	0.263740	70.46
GCA_900450765.1	GCA_900450795.1	Fusobacterium necrogenes	Fusobacterium vincentii	0	0.263740	70.46
GCA_000279975.1	GCA_900637705.1	Fusobacterium vincentii	Fusobacterium varium	0	0.263740	70.46
GCA_900637705.1	GCA_964642115.1	Fusobacterium varium	Fusobacterium nucleatum	0	0.263740	70.46
GCA_003019295.1	GCA_900637705.1	Fusobacterium nucleatum	Fusobacterium varium	0	0.263982	70.43
GCA_031191795.1	GCA_900637705.1	Fusobacterium nucleatum	Fusobacterium varium	0	0.263982	70.43
GCA_037900345.1	GCA_900637705.1	Fusobacterium nucleatum	Fusobacterium varium	0	0.263982	70.43
GCA_050920715.1	GCA_900637705.1	Fusobacterium nucleatum	Fusobacterium varium	0	0.263982	70.43
GCA_900450795.1	GCA_900637705.1	Fusobacterium vincentii	Fusobacterium varium	0	0.263982	70.43
GCA_000622245.1	GCA_026089295.1	Fusobacterium perfoetens	Fusobacterium simiae	0	0.264225	70.41
GCA_003019695.1	GCA_900450765.1	Fusobacterium gonidiaformans	Fusobacterium necrogenes	0	0.264225	70.41
GCA_000158835.2	GCA_026089295.1	Fusobacterium gonidiaformans	Fusobacterium simiae	0	0.264469	70.38
GCA_000158835.2	GCA_014217355.1	Fusobacterium gonidiaformans	Fusobacterium hwasookii	0	0.264715	70.35
GCA_055694045.1	GCA_900637705.1	Fusobacterium abscessus	Fusobacterium varium	0	0.264715	70.35
GCA_000158835.2	GCA_900095285.1	Fusobacterium gonidiaformans	Fusobacterium gastrosuis	0	0.264962	70.32
GCA_016724785.1	GCA_900637705.1	Fusobacterium canifelinum	Fusobacterium varium	0	0.264962	70.32
GCA_000182945.1	GCA_900104395.1	Fusobacterium vincentii	Fusobacterium necrophorum	0	0.265210	70.30
GCA_026089295.1	GCA_900104395.1	Fusobacterium simiae	Fusobacterium necrophorum	0	0.265210	70.30
GCA_000182945.1	GCA_900637705.1	Fusobacterium vincentii	Fusobacterium varium	0	0.265210	70.30
GCA_000158835.2	GCA_000292935.1	Fusobacterium gonidiaformans	Fusobacterium hwasookii	0	0.265460	70.27
GCA_900450765.1	GCA_964642115.1	Fusobacterium necrogenes	Fusobacterium nucleatum	0	0.265460	70.27
GCA_000158835.2	GCA_000182945.1	Fusobacterium gonidiaformans	Fusobacterium vincentii	0	0.265710	70.24
GCA_056333145.1	GCA_900450765.1	Fusobacterium nucleatum	Fusobacterium necrogenes	0	0.265710	70.24
GCA_001457555.1	GCA_900637705.1	Fusobacterium polymorphum	Fusobacterium varium	0	0.265710	70.24
GCA_035320945.1	GCA_900637705.1	Fusobacterium polymorphum	Fusobacterium varium	0	0.265710	70.24
GCA_037900625.1	GCA_900637705.1	Fusobacterium polymorphum	Fusobacterium varium	0	0.265710	70.24
GCA_001457555.1	GCA_900104395.1	Fusobacterium polymorphum	Fusobacterium necrophorum	0	0.265963	70.21
GCA_035320945.1	GCA_900104395.1	Fusobacterium polymorphum	Fusobacterium necrophorum	0	0.265963	70.21
GCA_037900625.1	GCA_900104395.1	Fusobacterium polymorphum	Fusobacterium necrophorum	0	0.265963	70.21
GCA_050920725.1	GCA_900104395.1	Fusobacterium polymorphum	Fusobacterium necrophorum	0	0.265963	70.21
GCA_900095705.1	GCA_900104395.1	Fusobacterium massiliense	Fusobacterium necrophorum	0	0.265963	70.21
GCA_003019295.1	GCA_900450765.1	Fusobacterium nucleatum	Fusobacterium necrogenes	0	0.265963	70.21
GCA_002761955.1	GCA_900637705.1	Fusobacterium pseudoperiodonticum	Fusobacterium varium	0	0.265963	70.21
GCA_900637705.1	GCA_965278035.1	Fusobacterium varium	Fusobacterium paranimalis	0	0.265963	70.21
GCA_031191795.1	GCA_900104395.1	Fusobacterium nucleatum	Fusobacterium necrophorum	0	0.266216	70.18
GCA_050920715.1	GCA_900104395.1	Fusobacterium nucleatum	Fusobacterium necrophorum	0	0.266216	70.18
GCA_002761955.1	GCA_900450765.1	Fusobacterium pseudoperiodonticum	Fusobacterium necrogenes	0	0.266216	70.18
GCA_014217355.1	GCA_900450765.1	Fusobacterium hwasookii	Fusobacterium necrogenes	0	0.266216	70.18
GCA_031191795.1	GCA_900450765.1	Fusobacterium nucleatum	Fusobacterium necrogenes	0	0.266216	70.18
GCA_037900345.1	GCA_900450765.1	Fusobacterium nucleatum	Fusobacterium necrogenes	0	0.266216	70.18
GCA_050920715.1	GCA_900450765.1	Fusobacterium nucleatum	Fusobacterium necrogenes	0	0.266216	70.18
GCA_050920725.1	GCA_900637705.1	Fusobacterium polymorphum	Fusobacterium varium	0	0.266216	70.18
GCA_003019295.1	GCA_900104395.1	Fusobacterium nucleatum	Fusobacterium necrophorum	0	0.266471	70.16
GCA_037900345.1	GCA_900104395.1	Fusobacterium nucleatum	Fusobacterium necrophorum	0	0.266471	70.16
GCA_055694045.1	GCA_900104395.1	Fusobacterium abscessus	Fusobacterium necrophorum	0	0.266471	70.16
GCA_056333145.1	GCA_900104395.1	Fusobacterium nucleatum	Fusobacterium necrophorum	0	0.266471	70.16
GCA_049381025.1	GCA_900637705.1	Fusobacterium watanabei	Fusobacterium varium	0	0.266471	70.16
GCA_900104395.1	GCA_964642115.1	Fusobacterium necrophorum	Fusobacterium nucleatum	0	0.266471	70.16
GCA_900637705.1	GCA_965217535.1	Fusobacterium varium	Fusobacterium watanabei	0	0.266471	70.16
GCA_000160475.1	GCA_900450765.1	Fusobacterium periodonticum	Fusobacterium necrogenes	0	0.266727	70.13
GCA_900104395.1	GCA_965278035.1	Fusobacterium necrophorum	Fusobacterium paranimalis	0	0.266727	70.13
GCA_000158315.2	GCA_900095705.1	Fusobacterium ulcerans	Fusobacterium massiliense	0	0.266985	70.10
GCA_003019675.1	GCA_900095705.1	Fusobacterium ulcerans	Fusobacterium massiliense	0	0.266985	70.10
GCA_000292935.1	GCA_900450765.1	Fusobacterium hwasookii	Fusobacterium necrogenes	0	0.266985	70.10
GCA_056823795.1	GCA_900450765.1	Fusobacterium animalis	Fusobacterium necrogenes	0	0.266985	70.10
GCA_001457555.1	GCA_900450765.1	Fusobacterium polymorphum	Fusobacterium necrogenes	0	0.267244	70.07
GCA_035320945.1	GCA_900450765.1	Fusobacterium polymorphum	Fusobacterium necrogenes	0	0.267244	70.07
GCA_037900625.1	GCA_900450765.1	Fusobacterium polymorphum	Fusobacterium necrogenes	0	0.267244	70.07
GCA_000158315.2	GCA_900450795.1	Fusobacterium ulcerans	Fusobacterium vincentii	0	0.267244	70.07
GCA_003019675.1	GCA_900450795.1	Fusobacterium ulcerans	Fusobacterium vincentii	0	0.267244	70.07
GCA_900450765.1	GCA_965278035.1	Fusobacterium necrogenes	Fusobacterium paranimalis	0	0.267244	70.07
GCA_000160475.1	GCA_000622245.1	Fusobacterium periodonticum	Fusobacterium perfoetens	0	0.267504	70.04
GCA_000153625.1	GCA_900104395.1	Fusobacterium polymorphum	Fusobacterium necrophorum	0	0.267504	70.04
GCA_050920725.1	GCA_900450765.1	Fusobacterium polymorphum	Fusobacterium necrogenes	0	0.267504	70.04
GCA_056823795.1	GCA_900637705.1	Fusobacterium animalis	Fusobacterium varium	0	0.267504	70.04
GCA_000182945.1	GCA_900450765.1	Fusobacterium vincentii	Fusobacterium necrogenes	0	0.267766	70.01
GCA_000160475.1	GCA_900637705.1	Fusobacterium periodonticum	Fusobacterium varium	0	0.268030	69.98
GCA_000158835.2	GCA_000160475.1	Fusobacterium gonidiaformans	Fusobacterium periodonticum	0	0.268294	69.95
GCA_000158315.2	GCA_000279975.1	Fusobacterium ulcerans	Fusobacterium vincentii	0	0.268294	69.95
GCA_000279975.1	GCA_003019675.1	Fusobacterium vincentii	Fusobacterium ulcerans	0	0.268294	69.95
GCA_000158315.2	GCA_002761955.1	Fusobacterium ulcerans	Fusobacterium pseudoperiodonticum	0	0.268561	69.92
GCA_002761955.1	GCA_003019675.1	Fusobacterium pseudoperiodonticum	Fusobacterium ulcerans	0	0.268561	69.92
GCA_003019675.1	GCA_014217355.1	Fusobacterium ulcerans	Fusobacterium hwasookii	0	0.268561	69.92
GCA_000158315.2	GCA_900095285.1	Fusobacterium ulcerans	Fusobacterium gastrosuis	0	0.268561	69.92
GCA_003019675.1	GCA_900095285.1	Fusobacterium ulcerans	Fusobacterium gastrosuis	0	0.268561	69.92
GCA_000381725.1	GCA_003019695.1	Fusobacterium russii	Fusobacterium gonidiaformans	0	0.268828	69.89
GCA_000158315.2	GCA_014217355.1	Fusobacterium ulcerans	Fusobacterium hwasookii	0	0.268828	69.89
GCA_016724785.1	GCA_900104395.1	Fusobacterium canifelinum	Fusobacterium necrophorum	0	0.268828	69.89
GCA_000292935.1	GCA_003019675.1	Fusobacterium hwasookii	Fusobacterium ulcerans	0	0.269369	69.83
GCA_000158315.2	GCA_000292935.1	Fusobacterium ulcerans	Fusobacterium hwasookii	0	0.269641	69.80
GCA_000158315.2	GCA_001457555.1	Fusobacterium ulcerans	Fusobacterium polymorphum	0	0.269641	69.80
GCA_001457555.1	GCA_003019675.1	Fusobacterium polymorphum	Fusobacterium ulcerans	0	0.269641	69.80
GCA_000158315.2	GCA_035320945.1	Fusobacterium ulcerans	Fusobacterium polymorphum	0	0.269641	69.80
GCA_003019675.1	GCA_035320945.1	Fusobacterium ulcerans	Fusobacterium polymorphum	0	0.269641	69.80
GCA_000158315.2	GCA_037900625.1	Fusobacterium ulcerans	Fusobacterium polymorphum	0	0.269641	69.80
GCA_003019675.1	GCA_037900625.1	Fusobacterium ulcerans	Fusobacterium polymorphum	0	0.269641	69.80
GCA_000158315.2	GCA_050920725.1	Fusobacterium ulcerans	Fusobacterium polymorphum	0	0.269641	69.80
GCA_003019675.1	GCA_050920725.1	Fusobacterium ulcerans	Fusobacterium polymorphum	0	0.269641	69.80
GCA_026089295.1	GCA_900637705.1	Fusobacterium simiae	Fusobacterium varium	0	0.269641	69.80
GCA_000158835.2	GCA_002761955.1	Fusobacterium gonidiaformans	Fusobacterium pseudoperiodonticum	0	0.270191	69.74
GCA_014337255.1	GCA_026089295.1	Fusobacterium hominis	Fusobacterium simiae	0	0.270191	69.74
GCA_014217355.1	GCA_900104395.1	Fusobacterium hwasookii	Fusobacterium necrophorum	0	0.270191	69.74
GCA_016724785.1	GCA_900450765.1	Fusobacterium canifelinum	Fusobacterium necrogenes	0	0.270191	69.74
GCA_000292935.1	GCA_900104395.1	Fusobacterium hwasookii	Fusobacterium necrophorum	0	0.270468	69.71
GCA_000158315.2	GCA_016724785.1	Fusobacterium ulcerans	Fusobacterium canifelinum	0	0.270747	69.68
GCA_003019675.1	GCA_016724785.1	Fusobacterium ulcerans	Fusobacterium canifelinum	0	0.270747	69.68
GCA_000153625.1	GCA_900637705.1	Fusobacterium polymorphum	Fusobacterium varium	0	0.270747	69.68
GCA_000158835.2	GCA_000381725.1	Fusobacterium gonidiaformans	Fusobacterium russii	0	0.271027	69.64
GCA_000158315.2	GCA_000182945.1	Fusobacterium ulcerans	Fusobacterium vincentii	0	0.271309	69.61
GCA_000182945.1	GCA_003019675.1	Fusobacterium vincentii	Fusobacterium ulcerans	0	0.271309	69.61
GCA_000158315.2	GCA_055694045.1	Fusobacterium ulcerans	Fusobacterium abscessus	0	0.271593	69.58
GCA_003019675.1	GCA_055694045.1	Fusobacterium ulcerans	Fusobacterium abscessus	0	0.271593	69.58
GCA_003019695.1	GCA_900637705.1	Fusobacterium gonidiaformans	Fusobacterium varium	0	0.271879	69.55
GCA_008801775.1	GCA_900095705.1	Fusobacterium necrophorum	Fusobacterium massiliense	0	0.272455	69.49
GCA_049381025.1	GCA_900104395.1	Fusobacterium watanabei	Fusobacterium necrophorum	0	0.272455	69.49
GCA_900104395.1	GCA_965217535.1	Fusobacterium necrophorum	Fusobacterium watanabei	0	0.272455	69.49
GCA_000158315.2	GCA_049381025.1	Fusobacterium ulcerans	Fusobacterium watanabei	0	0.272746	69.45
GCA_003019675.1	GCA_049381025.1	Fusobacterium ulcerans	Fusobacterium watanabei	0	0.272746	69.45
GCA_000158315.2	GCA_965217535.1	Fusobacterium ulcerans	Fusobacterium watanabei	0	0.272746	69.45
GCA_003019675.1	GCA_965217535.1	Fusobacterium ulcerans	Fusobacterium watanabei	0	0.272746	69.45
GCA_000381725.1	GCA_900104395.1	Fusobacterium russii	Fusobacterium necrophorum	0	0.273038	69.42
GCA_000153625.1	GCA_900450765.1	Fusobacterium polymorphum	Fusobacterium necrogenes	0	0.273038	69.42
GCA_000158315.2	GCA_965278035.1	Fusobacterium ulcerans	Fusobacterium paranimalis	0	0.273038	69.42
GCA_003019675.1	GCA_965278035.1	Fusobacterium ulcerans	Fusobacterium paranimalis	0	0.273038	69.42
GCA_000262225.1	GCA_900095705.1	Fusobacterium necrophorum	Fusobacterium massiliense	0	0.273629	69.35
GCA_000158835.2	GCA_014337255.1	Fusobacterium gonidiaformans	Fusobacterium hominis	0	0.273927	69.32
GCA_000381725.1	GCA_014337255.1	Fusobacterium russii	Fusobacterium hominis	0	0.273927	69.32
GCA_000153625.1	GCA_000158315.2	Fusobacterium polymorphum	Fusobacterium ulcerans	0	0.274529	69.25
GCA_000153625.1	GCA_003019675.1	Fusobacterium polymorphum	Fusobacterium ulcerans	0	0.274529	69.25
GCA_000279975.1	GCA_008801775.1	Fusobacterium vincentii	Fusobacterium necrophorum	0	0.274529	69.25
GCA_000158315.2	GCA_056823795.1	Fusobacterium ulcerans	Fusobacterium animalis	0	0.274529	69.25
GCA_003019675.1	GCA_056823795.1	Fusobacterium ulcerans	Fusobacterium animalis	0	0.274529	69.25
GCA_000158835.2	GCA_900450765.1	Fusobacterium gonidiaformans	Fusobacterium necrogenes	0	0.275138	69.18
GCA_001457555.1	GCA_008801775.1	Fusobacterium polymorphum	Fusobacterium necrophorum	0	0.275446	69.15
GCA_008801775.1	GCA_035320945.1	Fusobacterium necrophorum	Fusobacterium polymorphum	0	0.275446	69.15
GCA_008801775.1	GCA_037900625.1	Fusobacterium necrophorum	Fusobacterium polymorphum	0	0.275446	69.15
GCA_008801775.1	GCA_050920725.1	Fusobacterium necrophorum	Fusobacterium polymorphum	0	0.275446	69.15
GCA_008801775.1	GCA_056823795.1	Fusobacterium necrophorum	Fusobacterium animalis	0	0.275446	69.15
GCA_000262225.1	GCA_000279975.1	Fusobacterium necrophorum	Fusobacterium vincentii	0	0.275756	69.12
GCA_000160475.1	GCA_003019675.1	Fusobacterium periodonticum	Fusobacterium ulcerans	0	0.275756	69.12
GCA_008801775.1	GCA_055694045.1	Fusobacterium necrophorum	Fusobacterium abscessus	0	0.275756	69.12
GCA_000158315.2	GCA_056333145.1	Fusobacterium ulcerans	Fusobacterium nucleatum	0	0.275756	69.12
GCA_003019675.1	GCA_056333145.1	Fusobacterium ulcerans	Fusobacterium nucleatum	0	0.275756	69.12
GCA_000158315.2	GCA_000160475.1	Fusobacterium ulcerans	Fusobacterium periodonticum	0	0.276067	69.08
GCA_008801775.1	GCA_900095285.1	Fusobacterium necrophorum	Fusobacterium gastrosuis	0	0.276067	69.08
GCA_000160475.1	GCA_900104395.1	Fusobacterium periodonticum	Fusobacterium necrophorum	0	0.276067	69.08
GCA_000158315.2	GCA_003019295.1	Fusobacterium ulcerans	Fusobacterium nucleatum	0	0.276381	69.05
GCA_003019295.1	GCA_003019675.1	Fusobacterium nucleatum	Fusobacterium ulcerans	0	0.276381	69.05
GCA_000158315.2	GCA_031191795.1	Fusobacterium ulcerans	Fusobacterium nucleatum	0	0.276381	69.05
GCA_003019675.1	GCA_031191795.1	Fusobacterium ulcerans	Fusobacterium nucleatum	0	0.276381	69.05
GCA_000158315.2	GCA_037900345.1	Fusobacterium ulcerans	Fusobacterium nucleatum	0	0.276381	69.05
GCA_003019675.1	GCA_037900345.1	Fusobacterium ulcerans	Fusobacterium nucleatum	0	0.276381	69.05
GCA_000158315.2	GCA_050920715.1	Fusobacterium ulcerans	Fusobacterium nucleatum	0	0.276381	69.05
GCA_003019675.1	GCA_050920715.1	Fusobacterium ulcerans	Fusobacterium nucleatum	0	0.276381	69.05
GCA_000262225.1	GCA_056823795.1	Fusobacterium necrophorum	Fusobacterium animalis	0	0.276381	69.05
GCA_000158315.2	GCA_964642115.1	Fusobacterium ulcerans	Fusobacterium nucleatum	0	0.276381	69.05
GCA_003019675.1	GCA_964642115.1	Fusobacterium ulcerans	Fusobacterium nucleatum	0	0.276381	69.05
GCA_008801775.1	GCA_964642115.1	Fusobacterium necrophorum	Fusobacterium nucleatum	0	0.276381	69.05
GCA_000262225.1	GCA_001457555.1	Fusobacterium necrophorum	Fusobacterium polymorphum	0	0.276697	69.01
GCA_000262225.1	GCA_035320945.1	Fusobacterium necrophorum	Fusobacterium polymorphum	0	0.276697	69.01
GCA_000262225.1	GCA_037900625.1	Fusobacterium necrophorum	Fusobacterium polymorphum	0	0.276697	69.01
GCA_000262225.1	GCA_050920725.1	Fusobacterium necrophorum	Fusobacterium polymorphum	0	0.276697	69.01
GCA_000381725.1	GCA_000622245.1	Fusobacterium russii	Fusobacterium perfoetens	0	0.277015	68.97
GCA_003019295.1	GCA_008801775.1	Fusobacterium nucleatum	Fusobacterium necrophorum	0	0.277015	68.97
GCA_008801775.1	GCA_031191795.1	Fusobacterium necrophorum	Fusobacterium nucleatum	0	0.277015	68.97
GCA_008801775.1	GCA_037900345.1	Fusobacterium necrophorum	Fusobacterium nucleatum	0	0.277015	68.97
GCA_008801775.1	GCA_050920715.1	Fusobacterium necrophorum	Fusobacterium nucleatum	0	0.277015	68.97
GCA_000262225.1	GCA_055694045.1	Fusobacterium necrophorum	Fusobacterium abscessus	0	0.277015	68.97
GCA_008801775.1	GCA_056333145.1	Fusobacterium necrophorum	Fusobacterium nucleatum	0	0.277015	68.97
GCA_000262225.1	GCA_900095285.1	Fusobacterium necrophorum	Fusobacterium gastrosuis	0	0.277015	68.97
GCA_008801775.1	GCA_900450795.1	Fusobacterium necrophorum	Fusobacterium vincentii	0	0.277015	68.97
GCA_000292935.1	GCA_008801775.1	Fusobacterium hwasookii	Fusobacterium necrophorum	0	0.277335	68.94
GCA_008801775.1	GCA_014217355.1	Fusobacterium necrophorum	Fusobacterium hwasookii	0	0.277335	68.94
GCA_900104395.1	GCA_900450795.1	Fusobacterium necrophorum	Fusobacterium vincentii	0	0.277335	68.94
GCA_000182945.1	GCA_008801775.1	Fusobacterium vincentii	Fusobacterium necrophorum	0	0.277658	68.90
GCA_000381725.1	GCA_900450765.1	Fusobacterium russii	Fusobacterium necrogenes	0	0.277658	68.90
GCA_000262225.1	GCA_964642115.1	Fusobacterium necrophorum	Fusobacterium nucleatum	0	0.277658	68.90
GCA_000262225.1	GCA_003019295.1	Fusobacterium necrophorum	Fusobacterium nucleatum	0	0.277982	68.87
GCA_000622245.1	GCA_003019695.1	Fusobacterium perfoetens	Fusobacterium gonidiaformans	0	0.277982	68.87
GCA_000262225.1	GCA_031191795.1	Fusobacterium necrophorum	Fusobacterium nucleatum	0	0.277982	68.87
GCA_000262225.1	GCA_037900345.1	Fusobacterium necrophorum	Fusobacterium nucleatum	0	0.277982	68.87
GCA_008801775.1	GCA_049381025.1	Fusobacterium necrophorum	Fusobacterium watanabei	0	0.277982	68.87
GCA_000262225.1	GCA_056333145.1	Fusobacterium necrophorum	Fusobacterium nucleatum	0	0.277982	68.87
GCA_000279975.1	GCA_900104395.1	Fusobacterium vincentii	Fusobacterium necrophorum	0	0.277982	68.87
GCA_008801775.1	GCA_965217535.1	Fusobacterium necrophorum	Fusobacterium watanabei	0	0.277982	68.87
GCA_000262225.1	GCA_000292935.1	Fusobacterium necrophorum	Fusobacterium hwasookii	0	0.278309	68.83
GCA_000262225.1	GCA_050920715.1	Fusobacterium necrophorum	Fusobacterium nucleatum	0	0.278309	68.83
GCA_000262225.1	GCA_900450795.1	Fusobacterium necrophorum	Fusobacterium vincentii	0	0.278309	68.83
GCA_000262225.1	GCA_014217355.1	Fusobacterium necrophorum	Fusobacterium hwasookii	0	0.278638	68.79
GCA_000262225.1	GCA_049381025.1	Fusobacterium necrophorum	Fusobacterium watanabei	0	0.278638	68.79
GCA_002761955.1	GCA_900104395.1	Fusobacterium pseudoperiodonticum	Fusobacterium necrophorum	0	0.278638	68.79
GCA_000262225.1	GCA_965217535.1	Fusobacterium necrophorum	Fusobacterium watanabei	0	0.278638	68.79
GCA_000182945.1	GCA_000262225.1	Fusobacterium vincentii	Fusobacterium necrophorum	0	0.278970	68.76
GCA_000158315.2	GCA_026089295.1	Fusobacterium ulcerans	Fusobacterium simiae	0	0.279978	68.64
GCA_003019675.1	GCA_026089295.1	Fusobacterium ulcerans	Fusobacterium simiae	0	0.279978	68.64
GCA_008801775.1	GCA_026089295.1	Fusobacterium necrophorum	Fusobacterium simiae	0	0.280662	68.57
GCA_008801775.1	GCA_965278035.1	Fusobacterium necrophorum	Fusobacterium paranimalis	0	0.281008	68.53
GCA_000160475.1	GCA_008801775.1	Fusobacterium periodonticum	Fusobacterium necrophorum	0	0.281356	68.49
GCA_000158835.2	GCA_000622245.1	Fusobacterium gonidiaformans	Fusobacterium perfoetens	0	0.281707	68.45
GCA_000153625.1	GCA_008801775.1	Fusobacterium polymorphum	Fusobacterium necrophorum	0	0.281707	68.45
GCA_000262225.1	GCA_026089295.1	Fusobacterium necrophorum	Fusobacterium simiae	0	0.281707	68.45
GCA_000158835.2	GCA_900637705.1	Fusobacterium gonidiaformans	Fusobacterium varium	0	0.281707	68.45
GCA_008801775.1	GCA_016724785.1	Fusobacterium necrophorum	Fusobacterium canifelinum	0	0.282061	68.41
GCA_026089295.1	GCA_900450765.1	Fusobacterium simiae	Fusobacterium necrogenes	0	0.282061	68.41
GCA_000262225.1	GCA_965278035.1	Fusobacterium necrophorum	Fusobacterium paranimalis	0	0.282061	68.41
GCA_000160475.1	GCA_000262225.1	Fusobacterium periodonticum	Fusobacterium necrophorum	0	0.282417	68.37
GCA_000153625.1	GCA_000262225.1	Fusobacterium polymorphum	Fusobacterium necrophorum	0	0.282776	68.33
GCA_000158315.2	GCA_003019695.1	Fusobacterium ulcerans	Fusobacterium gonidiaformans	0	0.282776	68.33
GCA_003019675.1	GCA_003019695.1	Fusobacterium ulcerans	Fusobacterium gonidiaformans	0	0.282776	68.33
GCA_008801775.1	GCA_900637705.1	Fusobacterium necrophorum	Fusobacterium varium	0	0.283138	68.29
GCA_002761955.1	GCA_008801775.1	Fusobacterium pseudoperiodonticum	Fusobacterium necrophorum	0	0.283502	68.25
GCA_000262225.1	GCA_016724785.1	Fusobacterium necrophorum	Fusobacterium canifelinum	0	0.283502	68.25
GCA_008801775.1	GCA_900450765.1	Fusobacterium necrophorum	Fusobacterium necrogenes	0	0.284612	68.12
GCA_000262225.1	GCA_002761955.1	Fusobacterium necrophorum	Fusobacterium pseudoperiodonticum	0	0.284988	68.08
GCA_900095285.1	GCA_900104395.1	Fusobacterium gastrosuis	Fusobacterium necrophorum	0	0.284988	68.08
GCA_000262225.1	GCA_900637705.1	Fusobacterium necrophorum	Fusobacterium varium	0	0.285367	68.04
GCA_000381725.1	GCA_900637705.1	Fusobacterium russii	Fusobacterium varium	0	0.285367	68.04
GCA_000262225.1	GCA_900450765.1	Fusobacterium necrophorum	Fusobacterium necrogenes	0	0.286523	67.91
GCA_000381725.1	GCA_008801775.1	Fusobacterium russii	Fusobacterium necrophorum	0	0.286914	67.87
GCA_008801775.1	GCA_014337255.1	Fusobacterium necrophorum	Fusobacterium hominis	0	0.287707	67.78
GCA_000262225.1	GCA_000381725.1	Fusobacterium necrophorum	Fusobacterium russii	0	0.288108	67.73
GCA_000158315.2	GCA_000381725.1	Fusobacterium ulcerans	Fusobacterium russii	0	0.288921	67.64
GCA_000381725.1	GCA_003019675.1	Fusobacterium russii	Fusobacterium ulcerans	0	0.288921	67.64
GCA_000262225.1	GCA_014337255.1	Fusobacterium necrophorum	Fusobacterium hominis	0	0.290168	67.50
GCA_900104395.1	GCA_900637705.1	Fusobacterium necrophorum	Fusobacterium varium	0	0.292320	67.26
GCA_000158835.2	GCA_003019675.1	Fusobacterium gonidiaformans	Fusobacterium ulcerans	0	0.295508	66.90
GCA_000158315.2	GCA_008801775.1	Fusobacterium ulcerans	Fusobacterium necrophorum	0	0.295508	66.90
GCA_014337255.1	GCA_900104395.1	Fusobacterium hominis	Fusobacterium necrophorum	0	0.295508	66.90
GCA_000158315.2	GCA_000158835.2	Fusobacterium ulcerans	Fusobacterium gonidiaformans	0	0.295981	66.85
GCA_003019675.1	GCA_008801775.1	Fusobacterium ulcerans	Fusobacterium necrophorum	0	0.295981	66.85
GCA_900104395.1	GCA_900450765.1	Fusobacterium necrophorum	Fusobacterium necrogenes	0	0.295981	66.85
GCA_000158315.2	GCA_000262225.1	Fusobacterium ulcerans	Fusobacterium necrophorum	0	0.298421	66.58
GCA_000262225.1	GCA_003019675.1	Fusobacterium necrophorum	Fusobacterium ulcerans	0	0.298421	66.58
GCA_000158315.2	GCA_900104395.1	Fusobacterium ulcerans	Fusobacterium necrophorum	0	0.307802	65.53
GCA_003019675.1	GCA_900104395.1	Fusobacterium ulcerans	Fusobacterium necrophorum	0	0.307802	65.53
